elogio_ou_queixa,grupo,motivo,comentario_p1
QUEIXA,RECEPÇAO,QUALIDADE,Recepção com pouco interesse em ajudar a realizar a entrega da pulseira para iniciar o atendimento e nenhum maqueiro no local no momento da minha chegada
QUEIXA,RECEPÇAO,QUALIDADE,"A admissão na emergência foi péssima a começar pela recepcionista, depois a médica que ficou um bom tempo no celular até me atender.Dei entrada com meu pai com suspeita de meningite e fiquei junto a outros pacientes que inclusive eram oncologicos, um perigo para eles, no outro dia que me colocaram no isolamento.Minha guia para fazer o exame ficou perdida e quase não faço o exame no outro dia pós internação o que seria um absurdo se eu realmente estivesse com meningite, pois necessitaria iniciar o tratamento o mais breve possível."
QUEIXA,RECEPÇAO,QUALIDADE,"no dia, a minha filha estava com a saturação muito baixa e pedi ajudar para um rapaz q estava nos totens para que eu conseguisse ter prioridade na fila de Classificação mas ele não ligou e mandou eu tentar resolver com a enfermeira lá dentro"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Fui fazer minha internação, atendimento péssimo das funcionarias, muito demorado tempo de espera, funcionárias conversando e no celular"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Estava marcado para as 07h, minha entrada, aí tem a troca de plantão"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,O atendimento foi muito bom só fiquei insatisfeita com a demora pra realizar o procedimento cirúrgico. Meu filho ficou muitas horas em jejum esperando o procedimento cirúrgico
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Gostaria de relatar a necessidade de mais profissionais da enfermagem.Pois deixou a desejar, devido a falta de RH.Cm isso é notório q sobrecarregar os q tem! Cm isso deixando o paciente desasitido"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demorou demais
ELOGIO,RECEPÇAO,QUALIDADE,"Fui atendida rapidamente, todos muito solicitos"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Viemos de transferência com vaga de leito para internação cedido 
Só q nos abandonaram no PS por horas, a ambulância nos deixou lá e ninguém falava com a gente 
Quando pedi ajuda a uma funcionária 
Me disse q teríamos q ser reavaliada denovo
Pr assim ver se tinha a necessidade de internação 
As 02:30 da manhã 
Sendo q o caso era urgente 
Cirúrgico 
Onde já se viu isso 
Muita falta de respeito"
QUEIXA,MAQUEIRO,ACOLHIMENTO,Maqueiro bem arrogante
QUEIXA,MAQUEIRO,ACOLHIMENTO,Maqueiro bem arrogante
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Temos que ficar retornando na recepção pedindo para confirmar se o retorno com médico está certo muitas vezes varias pessoas passam na frente ai quando vamos dizem que esqueceram ou está com defeito a chamada.
QUEIXA,RECEPÇAO,QUALIDADE,Quando se precisa da recepcionista ou só tem uma atendendo ou trata a gente com grosseiria
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Não foi insatisfação, mas os ""profissionais"" não dão a devida atenção."
QUEIXA,TOTEM,FALHA NO APARELHO,Totem não funciona com a minha digital. Essa é minha única insatisfação. Durante todo o período que estive no a minha digital não era aceita. Da equipe não tenho o que reclamar.  Por causa desse sistema de digital já fiquei sem atendimento
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,tava com muito dor passai o dia e meio com essa dor muito muito espera já tava sem aguentar mais aí resolveram mi atente muito demora para mim i para sala de cirurgia
QUEIXA,RECEPÇAO,ACOLHIMENTO,Falta mais profissionalismo da parte de alguns funcionários!!
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"O quarto era MISTO! Eu fiz histerectomia e estava sem roupa, só com a bata e um homem no leito ao lado. Esse foi o maior absurdo que já presenciei. Nem no Hospital Tarcisio Maia tem enfermaria mista para uns 6 leitos.Não tinha nem coragem de ir ao banheiro com medo de ser infectada por alguma bactéria devido a rotatividade de pessoas, homens e mulheres."
QUEIXA,ADMINISTRATIVO,QUALIDADE,Um horror!
QUEIXA,RECEPÇAO,ACOLHIMENTO,Paciente que fica procurando salas pra ser atendido ou local de espera. Tudo tive de ir atrás.
QUEIXA,RECEPÇAO,ACOLHIMENTO,Fui para a parte de medicação pq cheguei com a bolsa estourada e a recepcionista queria q eu fosse até a recepção para colocar meu dedo... a enfermeira que bateu o pé e falou que eu não ia que tinha um computador lá que era p ela tentar até pq eu estava vazando água da bolsa o tempo td
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Porteiro - não existem
Rececionista - não recíprociona. Direciona só totem que não funciona. No me meu caso mesmo, eu estava em enxergar. Do que adianta um totem? Nada! Expliquei a ela e depois de muitas idas e vindas, um porteiro que não estava na portaria apareceu para me ajudar com o totem. 
Maqueiro - parecem carregar sempre defuntos. Não importado o que a pessoa tenha, o que a pessoa sinta, estão todos apostando corrida e carregando lixo."
QUEIXA,RECEPÇAO,QUALIDADE,"Maqueiro e porteiro sempre disposto a ajudar, já a recepção deixa a desejar muito. Essa observação é feita para a emergência da caxangá. 
Principalmente o turno da noite  .
A recepção dificulta o acesso do idoso, não ajuda, o totem que fica disponível pra uso do paciente não funciona e A recepção fica mandando voltar lá, não ajuda, só demora e acham ruim ter que ajudar. 

Porteiro, guardas e maqueiro nota 10. Fazem mais que recebem pra fazer e são humanos."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Cheguei no hospital e resolvi sozinha o uso do totem, não precisei de recepcionista e maqueiro. Tão quando ainda passei o dia todo no hospital aguardando minha vez pra o procedimento, onde só fui realizar meu procedimento já a noite"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Porque minha nora tem uma cirurgia pra fazer e já tem três meses já e não tenho resposta concreta
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora em atender um caso urgente.
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,"Estava tendo pré infarto e o maqueiro foi chamado umas 3x pra trazer a cadeira de rodas, foi preciso meu genro chegar e buscar atendente da enfermaria para trazer a cadeira"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Demora no atendimento.
Acomodações ruins"
QUEIXA,RECEPÇAO,AUTORIZAÇÃO ,Demora para subir
QUEIXA,ADMINISTRATIVO,QUALIDADE,"A cirurgia não foi realizada, pois o hospital era muito longe. Estamos tratando pelo SUS."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Minha chegou com dificuldade respiratória uma demora pra da entrada ela não pega digital apenas foto
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Problema com a elegibilidade do convênio 
Convênio ativo e estava dando que estava com carência"
QUEIXA,PORTEIRO,QUALIDADE,"Muito livre, para qualquer tipo de pessoa ter acesso inclusive aberto para assaltos, roubo de crianças e muito mais. Não tem segurança nenhuma naquele hospital, entra quem quer e sai quem quer. O acesso ao primeiro e segundo andar é livre. Qualquer pessoa consegue entrar até mesmo nas utis"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Demora para me atender, estava com muita dor.
fiquei das 06 da manhã até às 18h, aguardando minha internação."
QUEIXA,ADMINISTRATIVO,QUALIDADE,Foi muito mal tratada esss foi pior hospital
QUEIXA,RECEPÇAO,QUALIDADE,"As vezes qndo chegamos na recepção o atendimento das atendentes deixa a desejar, o médico não ele é excelente falo do dr Pauliram Moreira Braga"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demorou me levar pra sala de recuperação
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Totem atrapalha uma pessoa idosa, com demência e vários dispositivos."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Na verdade, é todo um contexto, desde a marcação, autorização, até chegar o dia da cirurgia! 
Na verdade eu tenho queixa do setor de autorização e marcações, lá no dia da consulta foi tranquilo porém, eu queria que perguntasse minha satisfação até chegar lá entende?. Muito dificultoso da parte de autorização, nos dão um contato que geralmente não atende e nem sempre temos tempo pra ir presencialmente fazer a marcação!"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Cheguei às 6:40 no hospital a recepcionista do dia muito mal educada, só pude dar entrada no totem as 7"
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Não havia maqueiro, meu esposo que me colocou na maca"
QUEIXA,MAQUEIRO,ACOLHIMENTO,Não teve maqueiro para me levar pra sala de parto
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Minha cirurgia estava marcada pra 9hs da manhã e só foi realizada as 21hs da noite e fiquei esse tempo todo na recepção esperando e eu perguntava pra recepcionista e outro ninguém dava uma resposta do que tinha acontecido
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Cheguei , fui bem atendida pelo médico , mas me colocaram na área amarela , sendo que não tinha necessidade, não dormi por conta de todo barulho de aparelhos , além de que fiquei dias lá , só fui subir pro quarto uma noite e pela manhã tive alta"
QUEIXA,RECEPÇAO,QUALIDADE,"Recebi alta no dia seguinte e ao sair de uma cirurgia de endometriose, não trouxeram uma cadeira de rodas... falaram que estava de alta e já poderia ir embora... iria sair caminhando, pq como falei disseram que nao tinha cadeira de rodas, mas no meio do corredor um maqueiro passou... ele estava indo pegar outra pessoa que teve alta e me sentou e levou até a saída, senão fosse ele teria caído no chão e a recepção onde estava a enfermeira... equipes em geram... não se manifestou."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Houve um problema no agendamento e nao fui informada, cheguei as 6h da manha do dia 24/06 conforme o Mediico tinha orientado, porém a minha cirurgia nao estava no mapa cirúrgico, fiquei esperando por volta de 4h até que vieram me falar que nao iam fazer a cirurgia e ia remarcar, achei muito insensível da parte da coordenação, eu estava em uma cadeira de rodas com dor."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Pq nao fui bem acolhida e ainda o médico e o acolhimento do ariano suassuna nao avisou sobre a autorização da minha internação e ai a recepcionista queria que eu fosse atendida pela emergência. Demorou para corrigir isso e de ter o bebê
QUEIXA,RECEPÇAO,QUALIDADE,O hospital estava com o sistema fora do ar e as funcionárias não souberam contornar a situação
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"a noite eu assinei os papéis da internação, no qual não fui levada para o quarto, fiquei na observação até o dia de transferência para o outro hospital, quando eu pedi para chamar a assistente social ela veio e me falou que estavam organizando o quarto para que podíamos subir, isso era umas 10h da manhã, fui de transferência as 11H da noite e não fui para o quarto e nem retorno tive"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Fui transferida de uma internação de um hospital para lá.. e chegando lá não tinha lugar pra mim ficar
QUEIXA,ADMINISTRATIVO,,nan
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,A demora para aparecer uma vaga e ele não foi transferida
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,"Não tive apoio , todos sentados."
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Não tive apoio , todos sentados."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,nan
QUEIXA,MAQUEIRO,ACOLHIMENTO,O recepcionista sempre saindo pra resolver demandas nisso o atendimento fica parado bastante tempo uma dificuldade de encontrar maqueiro e quando encontrei ele mandou agente ir atrás de cadeira de rodas eu subir pra o primeiro anda procurando e encontrei as cadeiras de rodas próximo a o elevador do 1 anda!
QUEIXA,RECEPÇAO,ACOLHIMENTO,Recepcionistas grossas
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Acabaram com a vida do meu pai no hospital, descaso total"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Um pouco demorado
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Fiquei horas esperando até ser chamada
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Passei por constrangimento e de minha mãe está em um leito e manda outro paciente para o leito dela como se estiver livre .deram medicação errada e ainda estão querendo descarta ,mas isso não não acontece pq eu sei totalmente o meus direitos.
E não é a primeira vez que isso está acontecendo teram uma queda nela dentro do Antônio prudente e não anda mais por conta disso e tenho todas as imagens e vídeos"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Demora na internação, foi pedido para chegar às 4hrs da manhã e demoraram 2h30 para liberar o leito, além disso, após a cirurgia me  levaram para o quarto antes mesmo da anestesia sair totalmente, eu nem conseguia andar, tive que esperar no quarto até passar os efeitos."
QUEIXA,RECEPÇAO,QUALIDADE,"O atendente não especificou no sistema que era cirurgia na ortopedia, encaminhou para a emergência normal. Em função disso, houve um atraso no atendimento de pelo menos 3 horas. Os médicos acharam que a paciente não tinha comparecido para a cirurgia, no entanto estava lá desde as 06h45."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"A bolsa estourou e tivemos que esperar até ela desmaiar praticamente na recepção,  o processo foi muito lento,  e ela perdeu muito líquido.  Passou mal, e dentro da sala de observação nao tinha leito , tivemos que esperar sair uma pessoa pra podermos entrar."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Demora no atendimento e falta de informação no encaminhamento para o procedimento
QUEIXA,TOTEM,FALHA NO APARELHO,Totem quebrado
QUEIXA,ADMINISTRATIVO,QUALIDADE,"- Meu parto era de alto risco foi dificil marcar .
- Depois marcaram uma data dia 30 de maio ao chegar no hospital cancelaram meu parto dizendo q eu estava com 36 semanas. 
- Marcaram para dia 05 de junho ao chegar para da entrada foi dificil tambem ate me internarem
- Me deixaram na observação, nao me colocaram na sala pre parto 
- Deixaram meu parto por ultimo no dia 
- Ao chegar no centro cirurgico equipe discute pq o medico q iria fazer o meu parto nao quis subir para fazer tiveram que acordar uma medica que havia saido para descanso pelo menos foi esse relato q eu acompanhei. 
- Apos me deixaram na sala de pos parto sem direito a acompanhante 
- Perdi meu acesso equipe de enfermagem me puncionaram mais de 10 vezes ate q chegaram a conclusão de chamarem o anestesista 
- Apos isso passei mal 
- Me levaram para o quarto e me deixaram na enfermaria sendo que meu plano é apartamento
- Tivemos que brigar para ficar no apartamento.
* Ja estava de jejum ha mais de 24.horas passando mal so liberaram a janta meia noite. Acabei vomitando e pedi para enfermeira se poderia me arrumar algo para comer, a mesma disse que nao.
* Foram me dar banho depois da meia noite a enfermeira me deixou  sozinha no banheiro.

O que era para ser um dia especial e calmo voces capricharam em se tornar um dia horrível dentro dessa maternidade.
Sou da area da saude e sai dai decepcionada com tanto descaso e tanta imprudência. Vocês  sao horriveis! Ta na hora de saber oq é  cuidar de pessoas!"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora para atendimento
QUEIXA,ADMINISTRATIVO,QUALIDADE,Vide nip e ouvidoria
QUEIXA,RECEPÇAO,QUALIDADE,Pessimo atendimento
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Fiz uma cirurgia no dia 26 de junho fui transferido pro quarto no dia 27 à noite meu companheiro de quarto estava sangrando por conta de uma infecção no joelho, fiquei preocupado porque poderia pegar essa bactéria eu tinha acabado de sair da UTI de uma cirurgia no fígado, pedimos assistência do hospital para limpar o chão de sangue refazer curativo no joelho dele e trocar roupa de cama porque tava tudo cheio de sangue a resposta que a gente teve aqui não tinha material pra fazer a troca e a equipe de limpeza ia chegar só 6h00 da manhã..Relatei esse problema pra equipe de cirurgia que me atendeu eles analisaram tudo e resolveram que era melhor eu ir pra casa do que ficar lá naquele . Graças a Deus eu não peguei nenhuma infecção mas se tivesse ficado lá poderia ser diferente"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Fiquei na sala de medicação durante uns dois dias porque não tinha leito pra mim, sem banho, sem os remédios no horário certo, sem comida para minha vó que já era uma senhora de idade e só tinha ela pra me acompanhar !"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Fiquei na sala de medicação durante uns dois dias porque não tinha leito pra mim, sem banho, sem os remédios no horário certo, sem comida para minha vó que já era uma senhora de idade e só tinha ela pra me acompanhar !"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Fiquei na sala de medicação durante uns dois dias porque não tinha leito pra mim, sem banho, sem os remédios no horário certo, sem comida para minha vó que já era uma senhora de idade e só tinha ela pra me acompanhar !"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Aguardei bastante tempo e um profissional p mil atribuições sem falar que  depois de bastante tempo o médico ligou pra meu celular e  já estava  mim aguardando a um tempo e nem minha admissão tinha sido ainda realizada,após  cirurgia  com improviso na  acomodação   de leito enfermaria"
QUEIXA,RECEPÇAO,QUALIDADE,Falta de informações
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Me ligaram informando um determinado horário para dar entrada na internação, compareci alguns minutos antes do horário informando. 

Fiquei mais de 1h aguardando na recepção para poder pegar meus dados e a recepção estava praticamente vazia. Não entendi muito o porquê de tanta demora, percebi um pouco de despreparo do atendente."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Fiquei de 9 da manhã até às 15:00 da tarde esperando na recepção
QUEIXA,TOTEM,FALHA NO APARELHO,"Totem com problema pra sair a pulseira, recepção poderia ser mais simpatica e proativa"
QUEIXA,TOTEM,FALHA NO APARELHO,"Péssimo , tenho várias reclamações para fazer do hospital. Totem não funciona"
QUEIXA,RECEPÇAO,AUTORIZAÇÃO ,"Fui muito bem atendida na recepção e pela médica, porém dei entrada 00h30 no hospital e a medica falou que iria solicitar minha Internação, pois ja estava com 5 dedos de dilatação. O convênio não autorizava minha internação logo e eu fiquei com muita dor la, sem tem o que me ajudar, sem bola de pilates, sem chuveiro, so eu meu esposo e uma maca para aguentar todo aquele processo. E quando ligavam para saber da minha internacao, parece que eles nao me encontravam no sistema, ou seja o convênio nao chegou a autorizar de fato, eu so fui internada porque já estava com 8,5 de dilatação e tinha perigo de eu parir ali mesmo. Porém a partir do momento da internacao, que eu fui para o PPP, tudo ficou bem melhor, tive mais suporte e consegui usar métodos nao farmacológico para melhorar minha dor e eu consegui parir."
QUEIXA,ADMINISTRATIVO,QUALIDADE,Lotado
QUEIXA,ADMINISTRATIVO,REMARCAÇÃO,Reajendaram a cirurgia para parte da manhã e cheguei lá cedo e só foi feita a cirurgia a tarde
QUEIXA,RECEPÇAO,QUALIDADE,Paciente chegou transportada de ambulância.
QUEIXA,RECEPÇAO,QUALIDADE,Hospital tem a recepção desorganizada
QUEIXA,ADMINISTRATIVO,QUALIDADE,O atendimento do hospital Vasco Lucena deixa a desejar.
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Foi marcada para 5h chegando ao hospital, só foi feita a internação quase 9h da manhã."
QUEIXA,RECEPÇAO,QUALIDADE,muita falta de informação
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,É marcado um horário para dar entrada e quando subimos para enfermaria é com mais de uma de atraso.
QUEIXA,ADMINISTRATIVO,QUALIDADE,Demorou me levar pra sala de recuperação
QUEIXA,ADMINISTRATIVO,QUALIDADE,nan
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Tudo muito demorado
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Ia falta de maqueiro, a lotação,"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Paciente idosa ,com sintomas de infarto,houve demora para o atendimento"
QUEIXA,ADMINISTRATIVO,QUALIDADE,Nada organizado
QUEIXA,RECEPÇAO,ACOLHIMENTO,Quando cheguei com meu filho especial não gostei da recepcionista péssima
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,A demora do atendimento e da internação
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Não realizaram a cirurgia
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Porteiro não tinha no momento, recepcionista mal olha na sua cara e maqueiro não precisei"
ELOGIO,RECEPÇAO,QUALIDADE,Ótimo acolhimento
ELOGIO,RECEPÇAO,ACOLHIMENTO,Ótimo acolhimento
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Porteiro não tinha no momento, recepcionista mal olha na sua cara e maqueiro não precisei"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"A recepção demorou demais o atendimento, não encontrava os papéis e impressora não funcionava"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento
ELOGIO,ADMINISTRATIVO,ACOLHIMENTO,Fui bem atendida.
QUEIXA,RECEPÇAO,QUALIDADE,recepção muito mal educado
QUEIXA,RECEPÇAO,QUALIDADE,Cheguei as 7:00 da manhã e consegui atendimento quase às 10:00. Me mandaram para outra recepção na qual não era pra eu ter ido. Fizeram isso por duas vezes até eu voltar pra primeira recepção e ser atendida depois de um tempo
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Muito demorosa
Em tudo"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Quando cheguei ao hospital fui bem recebida pela enfermagem, recepcionista e porteiro do pronto atendimento, mas a intervenção demorou 10 horas para me internar,"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento
QUEIXA,ADMINISTRATIVO,QUALIDADE,A voltar do quarto esqueceram o acesso do meu braço aberto e sangrei muito quase fui a obto
QUEIXA,RECEPÇAO,ACOLHIMENTO,Fui desrespeitado como paciente e minha esposa como acompanhe 
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"A demora da recepção em chamar p atendimento 
O totem não estava funcionando"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muita lotação
ELOGIO,RECEPÇAO,QUALIDADE,Muito satisfeito
QUEIXA,RECEPÇAO,QUALIDADE,Profissionais sem cordialidade
QUEIXA,PORTEIRO,AUTORIZAÇÃO ,"Com a recepcao e controle de acesso, entra no hospital quem quer sem nenhuma identificação, quando estava no quarto subia qtos acompanhantes quisessem, eles não tem controle que está no quarto e que está no interior do hospital."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Passei por constrangimento e de minha mãe está em um leito e manda outro paciente para o leito dela como se estiver livre .deram medicação errada e ainda estão querendo descarta ,mas isso não não acontece pq eu sei totalmente o meus direitos.
E não é a primeira vez que isso está acontecendo teram uma queda nela dentro do Antônio prudente e não anda mais por conta disso e tenho todas as imagens e vídeos"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Pois...qdo não está marcada a consulta ha a necessidade de ir na recepção marcar
QUEIXA,RECEPÇAO,QUALIDADE,"Desatenção,falta de clareza e descaso na recepção , exceto 1 pessoa que se dispôs a verificar e fazer o que tinha que ser feito . 
No horário agendado não vi porteiro . 
E sobre o maqueiro ele foi claro,objetivo e pontual ."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Era um parto agendado, cheguei no horário 5:00 da manhã, já era pra estar lá dentro, porém me deixaram esperando até a troca do turno das 7 da manhã ,pra passar pelo Ginecologista de plantão pra entrar, como se fosse consulta de emergência.. sendo que já estava agendado, e o médico pediu pra chegar no horário."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora em atender um caso urgente.
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Muita demora no procedimento da internação, a pessoa fica esperando por muito tempo"
QUEIXA,ADMINISTRATIVO,QUALIDADE,nan
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Demora no atendimento
QUEIXA,RECEPÇAO,QUALIDADE,Falta de orientação
QUEIXA,RECEPÇAO,ACOLHIMENTO,Cheguei passando mal com dificuldade de respirar e a pessoa que fica no Totem viu e continuou o bate papo divertido com o colega de trabalho
QUEIXA,RECEPÇAO,ACOLHIMENTO,Fizeram eu voltar na recepcao para dar nome dela sendo que se entrei com a ambulância tinham que ter ido até a emergência
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Lotação sem profissional adequado para o quadro e falta de vaga
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Não havia maqueiro, meu esposo que me colocou na maca"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Não tenho nada a reclamar sobre o procedimento mas qto a horário 

Minha cirurgia foi marcada pra 13:30 e me pedira pra chegar 1h antes. Foi realizada 17h qdo entrei pro bloco, saí do bloco já com fome e permaneci sem qq alimentação até a alta pra ir embora umas 22h mais ou menos"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Fui muito bem atendida na recepção e pela medica, porém dei entrada 00h30 no hospital e a medica falou que iria solicitar minha Internação, pois ja estava com 5 dedos de dilatação 
Fiquei em trabalho ativo ate as 8h35 na observação la em baixo e as enfermeiras nao tiveram cuidado comigo e meu esposo, nao tive muito suporte, fiquei ate as 7h da manhã sem comer 
O convênio nao autorizava minha internação logo e eu fiquei com muita dor la, sem tem o que me ajudar, sem bola de pilates, sem chuveiro, so eu meu esposo e uma maca para aguentar todo aquele processo
Sem contar que mesmo que em trabalho de parto a grávida vai muito no banheiro, e infelizmente nao tinha banheiro privado para meu marido me ajudar, eu tinha que usar o social, onde eu sofria muita por conta das contrações ritimadas e ficava sozinha na cabine 
E quando ligavam para saber da minha internacao, parece que eles nao me encontravam no sistema 
Ou seja o convênio nao chegou a autorizar de fato, eu so fui internada porque já estava com 8,5 de dilatação e tinha perigo de eu parir ali mesmo
Porém a partir do momento da internacao, que eu fui para o PPP, tudo ficou bem melhor, tive mais suporte e consegui usar métodos nao farmacológico para melhorar minha dor e eu consegui parir"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,nan
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"A recepção muito demorada e desorganizada, estava em jejum muitas horas e eles demoraram demais para me atender e iniciar minha internação"
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,Mal atendimento
QUEIXA,RECEPÇAO,ACOLHIMENTO,Cheguei com 4 cm de dilatação e com muita dor. Acho q faltou um pouco de empatia na recepção.
QUEIXA,PORTEIRO,ACOLHIMENTO,Porteiro muito grosseiro
