elogio_ou_queixa,grupo,motivo,comentario_p1
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Se vim transferida de uma unidade chegando lá tive q espero ainda pra uma nova avaliação sendo q vim transferida
QUEIXA,RECEPÇAO,ACOLHIMENTO,"*Não tinha maqueiro
*Não tinha cadeira pois entrei praticamente desmaiada 
A moça que fica no balcão nunca quer ajudar podendo fazer a entrega ja que quando entro sempre estou mal, ela sempre mandar ir para totem podendo adiantar o processo ja que volto para o balcão pois sou prioridade"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Demora no atendimento e sem saber dar explicações simples sobre a ordem de atendimento
QUEIXA,PORTEIRO,ACOLHIMENTO,O segurança pegou no meu braço no momento que eu estava indo ao banheiro. Assim que eu melhorar irei ao hospital para resolver isso.
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Sobre o meu leito  que só  foi liberado  no outro  dia depois  da minha alta  , e  zero atenção  pra minha esposa que tava me acompahado. Achei uma faltar de respeito, e  no meu caso translado, moto no Iguatu  e minha cirurgia foi em Fortaleza, são  quase 8 horas de onibus"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Esperei um dia para pode ir p o quarto.. antes disso fiquei em uma poltrona. Com frio e fome
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,"A equipe que me atendeu no primeiro plantão,achou que eu estava fingindo com a dor , na troca de plantão que deram atenção a gravidade do problema estava tendo um infarto no intestino.Me deram o atendimento necessário."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Muita demora para atender e para o procedimento, esperei mais de 10 horas para efetuarem o procedimento cirúrgico"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"""Vcs descredenciaram mais da metade das especialidades médicas no abc agora preciso de um clínico hepatologista e vcs querem que entre ida e volta eu me desloque 74km com 2 drenos pós cirúrgico pendurado para ter atendimento médico.
Isso é no mínimo ridículo 
Vcs tinham 3 médicos nessa especialidade no abc vcs descredenciaram e não credenciaram outro e no ABC
Solicito credenciamento"""
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Fiz a cirurgia e não me colocaram no quarto me deixaram na enfermaria
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"O hospital nao da suporte nas vacinas e no exame rn esperam 24 horas e te mandam embora sem o rn ter tomado a bcg e exame do pezinho, ai marcam em um laboratório lotado pra ir depois com um rn, vcs nao tem cuidado nenhum e empatia pelo puerperio da mãe, so querem que desocupe logo o quarto um absurdo!"
QUEIXA,TOTEM,FALHA NO APARELHO,Sem sistema travado
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Cheguei por volta das 6:30 e por estar próximo a troca de  plantão, houve demora no atendimento na recepção da maternidade... poderiam ter dado entrada na minha internação, pois foi algo rápido..."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Então demorou muito
QUEIXA,ADMINISTRATIVO,REEMBOLSO,Reembolso referente ao convênio
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Demora pra liberar internação
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Falta de orientações quanto aos procedimentos, orientações confusas e diferentes fornecidas aos pacientes, demora de mais de 4h para realização de procedimentos que haviam sido agendados. 

Além disso, agendamento confuso. Convenio libera exames para hospitais que nao realizam os mesmos"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Funcionários,imcapacitados"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"sou o acompanhante Cheguei ao hospital com a ambulância para realizar cateterismo do paciente titular, me informado que a que deveria ir pra uma recepção, não era, me mandaram pra outra não era, e cheguei na que era não tinha ninguém pra atender esperei por 10 min e nada, e o paciente estava na área de emergência sem eu acompanhar em quanto isso. ninguém me atendeu voltei pro pronto socorro, só ai me ajudaram a chegar no mesmo lugar que esperei por 10 min."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,falta de suporte e tempo de espera na recepção
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Tempo de espera muito longo. Tempo para alta muito curto.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Pessoas atrapalhadas e pouco pra colaborar
QUEIXA,ADMINISTRATIVO,QUALIDADE,Dificuldade em encontrar especialista.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Conversas paralelas entre o apoio do totem, a porteira."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Pois não fiz o bloqueio por conta não me avisaram
QUEIXA,RECEPÇAO,ACOLHIMENTO,Ninguém para orientação no totem
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"A demora, sabendo da urgência do paciente, recém operada, com sangramento externo"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"A  minha estava em pré óbito não tivemos sequer um auxílio para que fosse direto para o quarto expondo a paciente e os familiares a situações de altíssimo estresse, sendo um momento tão delicado ainda tivemos que praticamente discutir para conseguirmos um quarto e poder oferecer o mínimo de dignidade nessa fase final."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Me pediram pra comparecer com 3 horas de antecedência . Como a cirurgia estava marcada pras  10 horas, compareci às 6:45 . Mas fiquei aguardando até às 8 horas. Quando fui questionar eu tinha que pegar uma senha pra ser atendido, a atendente me disse que não porque já havia sido agendadoa a cirurgia. Então questionei o porquê da demora. Aí me disseram que era por causa da troca de turno. Aí eu pergunto: Pra quê essas 3 horas de antecedência ?"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Fui ao hospital 3 vezes nesta semana. Em 1 das vezes o atendimento foi demorado.
ELOGIO,RECEPÇAO,QUALIDADE,Recebimento ótimo pelas atententes
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Pra começar marcou pra internar às 10:00 hrs da manhã e a cirurgia às 13:00 porém ele foi chamado pra cirurgia às 16:00 mas foi feito depois das 17:00 sendo que meu é idoso com 79 anos e diabético e depois da cirurgia que ele voltou da anestesia não veio embora até concordo pela idade ,mas ele ficou na observação até no outro dia não mandou pro quarto pra ter mais conforto e teve que ficar uma companhia nas péssimas condições de leito e depois o médico disse que ia dar alta pra ele bem de manhã e foi dado a alta depois das 14:00 hrs então deixo a minha indignação pq eu fiz uma cirurgia no SUS e não fui  mal acolhida como meu Pai e sendo que não pagamos barato o Convênio deles"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Muitas pessoas na recepção inclusive atrapalhando a passagem de emergências, no meu caso a chegada até a maternidade que fica na mesma unidade só que em outro local."
QUEIXA,RECEPÇAO,QUALIDADE,Não estou insatisfeito só acho que vou médio a recepção
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Tinha apenas uma pessoa na recepção
QUEIXA,ADMINISTRATIVO,ESTACIONAMENTO ,"P estacionar , no desembarque de um idoso"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Muito tumulto, apenas 1 recepcionista para atender e ainda com cara de insatisfeita com o trabalho."
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Cheguei no hospital era mais ou menos 02:45 da manhã, com muito sangramento. Não tinha nenhuma atendente nos guiche, só um segurança. 
Falei pra ele que estava em trabalho de parto e com muito sangramento e ele pediu que eu fosse até o Toten e retirasse a pulseira. Eu em trabalho de parto, quase morrendo de dor, com muito sangramento, ter que informar um monte de dados pra dar entrada no hospital  ? Isso já foi um erro gravíssimo do hospital."
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"o médico fez um excelente trabalho com a equipe, só tenho a pontuar que demorou de surgir quarto livre"
QUEIXA,RECEPÇAO,QUALIDADE,Não sabiam para qual setor me enviar
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Insatisfação total, pois já imaginava o iria acontecer"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Outra coisa que me aborreceu muito foi a falta de humanidade de ver os funcionários trabalharem em função de uma máquina, que o tempo todo estão atrás de pacientes para colocarem a digital, sendo escravos desse controle  e muitas das vezes não conseguem realizar seu serviço com qualidade ,pois demanda tempo em fazer a máquina funcionar,toda hora da problema, enquanto poderiam estar fazendo seu trabalho, estão ansiosos correndo atrás de digitais.
O médico que operou o fêmur tive só o controle de 15 dias, pois ele saiu do convênio. A dificuldade que tive pra agendar outro especialista me gerou muito desgaste, me deixando muito insatisfeita com serviço, quase tive que pagar uma consulta particular ou acionar a justiça. O msm está acontecendo com o médico que realizou a cirurgia do tornozelo., muito difícil agendar consulta com ele.
Poucos médicos para muita gente e cidades, pois concentram todo mundo em um único local para essa especialidade. Está faltando mais organização e um pouco mais de empatia com os usuários,  pois realizei a cirurgia no lifecenter, o retorno é na clínica Minerva onde não tem o serviço de raio x, e os pacientes ,como eu, sem locomoção, a dificuldade e desconforto em se locomover p tirar raio x em um lugar e ir p a consulta em outro.
Afinal  acho que não custa tentar se colocar um pouquinho no lugar do outro. 
Enfim ,estamos pagando por isso néh.
Desculpe me pelo desabafo, mas realmente depois de junção da Hapvida com meu convênio está deixando muito a desejar.  Estão querendo  abraçar o mundo, mas não estão dando conta de manter a qualidade, só acumulando trabalho em cima dos funcionários sem pensar na saúde mental deles.
Meus sobrinhos e amigos iam contratar o convênio, mas desistiram depois de ver meu sofrimento.
Eu tbm não indico mais ,por enquanto não, se não melhorar."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Cheguei 7 horas e só fui atendida às 11 horas
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demora ao ser recepcionado
QUEIXA,MAQUEIRO,ACOLHIMENTO,Sem maqueiro
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Pior dia da minha vida, paguei 6000. Para não ter acolhimento de nenhum médico ou enfermeira. Fiquei na sala de medicação até 8 cm, sentindo dor, querendo cesária, o quarto de parto. Me subiram pro quarto e não tinha ninguém comigo durante muito tempo, só não pari sozinha no banheiro pq segurei, chegaram médico e enfermeiro quando já estava a cabeça pra fora, depois do parto fiquei mais 6 horas na sala de parto até liberar o quarto, toda cheia de sangue meu marido não pode nem ir no banheiro. Não devia ter quarto nem sala de parto disponível pra mim, um descaso total, o processo vem!"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Eu estava com muitas dores e houve uma demora no atendimento.
ELOGIO,RECEPÇAO,QUALIDADE,Eu achei confiante
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Atendimento muito demorado
QUEIXA,RECEPÇAO,ACOLHIMENTO,Falta orientação por parte do pessoal da recepção e ajuda para o totem
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento cheguei cedo fui atendido a noite
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Não fiz cirurgia nenhuma estou aguardando fazer ablação que a Hapvida não dá nenhum retorno
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Hospital com falta de funcionários no dia da cirurgia.
Demora pra conseguir um maqueiro"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,marcaram pra eu internar as 5 e só internei às 6:30
QUEIXA,RECEPÇAO,ACOLHIMENTO,Falta alguém para dar informações na portaria
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Ela tava passando muito mal  a demora na internação foi muito
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Muita demora num local que os pacientes gritavam falavam alto entre eles e ao  celular. Precisam realmente colocarem normas para os pacientes. Tenho um treinamento em bioseguranca e isto  não pode acontecer a normas de silêncio nos ambientes hospitalares.
Não tenho queixas  do pessoal do hospital fomos muito bem atendidas.
Mais os pacientes são sem noção.
 Minha mãe estava com pneumonia 87 anos nun ambiente que parece msnicomio"
ELOGIO,RECEPÇAO,QUALIDADE,O atendimento e rápido na recepção mais Quando chá a ora da medicação e uma tortura.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Quanto a cirurgia tudo bem mas, meu documentos  da liberação mim entregaram de outra pessoa inclusive a minha receita onde eu comprei os remédios e tomei, sorte que não sou alérgica a dipirona ,vcs disseram que foi esquecimento meu."
ELOGIO,ADMINISTRATIVO,QUALIDADE,"Atendimento humanizado, médicos atenciosos, rapidez nas aprovação de autorização para exames e procedimentos"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Fiquei no hospital parecendo o açougue. Tenho uma ressonância p fazer ainda não consegui fazer
QUEIXA,RECEPÇAO,ACOLHIMENTO,Péssimo atendimento não quero conta com esse plano
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Só tinha uma recepcionista atendendo as demandas e o sistema estava fora do ar.
QUEIXA,ADMINISTRATIVO,QUALIDADE,Cheguei às 11 da manhã e fiquei sozinha a espera da cirurgia que ocorreu 20 hrs muita desorganização
QUEIXA,ADMINISTRATIVO,QUALIDADE,O hospital como um todo é péssimo
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Estou aguardando um retorno de um protocolo que solicitei já tem 2 meses e até hoje não tive nenhum retorno
QUEIXA,ADMINISTRATIVO,FALTA DE MATERIAIS,"Tudo, meu marido  não tinha cadeira ele teve q ir andando pra emergência enfartando"
ELOGIO,RECEPÇAO,QUALIDADE,"Boa tarde na verdade maqueiro porteiro recepcionista totem, foi tudo bem."
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,"Sempre que é necessário o apoio de um maqueiro, a espera é muito grande , as vezes nos fazendo desistir"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Quantidade enorme de pessoas, muita espera"
ELOGIO,RECEPÇAO,QUALIDADE,Referente ao atendimento da recepção não tenho nenhuma queixa..
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Nao havia leito disponível para aguardar ate o horário da cirurgia
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"A demora na espera da cirurgia, dei entrada às 09hrs da manhã e só fui pra sala de cirurgia às 22:30"
QUEIXA,MAQUEIRO,ACOLHIMENTO,"Na emergência, o acompanhante, que fica conduzindo a cadeira de rodas com o paciente para cima e para baixo, exceto qdo vai para outros setores realizar exames, absurdo isso! Às idoso empurrando cadeira de rodas c jovem."
ELOGIO,RECEPÇAO,QUALIDADE,"Desculpa.
Seria o 5, muito satisfeito.
Equipe maravilhosa , compete te e atenciosa."
QUEIXA,PORTEIRO,ACOLHIMENTO,"Foi algo pontual 
No período em que estive internada um agente de portaria foi desrespeitoso com meu esposo, algo beirando a atitude racista, foi um pouco truculento.
O fato foi relatado na época à assistente social. Tirando esse fato isolado, sempre fui muito bem atendida e acolhida"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Muito cheio
QUEIXA,TOTEM,FALHA NO APARELHO,"Totem sem pulseira 
Recepcionistas no celular"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Pede pra chegar cedinho sendo que esperamos mais de 2 horas
QUEIXA,RECEPÇAO,ACOLHIMENTO,As recepcionista deveriam ser mais simpáticas. Cheguei no hospital e ainda tive que esperar autorização para poder fazer a cirurgia.
QUEIXA,RECEPÇAO,ACOLHIMENTO,"A maioria das funcionárias do guichê, de cara de feia como se estivesse atendendo a gente em troca de favores, responde grosseiramente."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Demorou muito pra se fazer a coleta da digital,  marcaram muita gente no mesmo horário"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Sem informações , sem retornos , ninguém dizia nada."
QUEIXA,RECEPÇAO,QUALIDADE,Caótico
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Teve bastante espera para subir para o quarto
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,Vaqueiro demorou um pouco a chegar esperei muito na recepção
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não tem um bom atendimento na recepção
QUEIXA,MAQUEIRO,QUALIDADE,Maqueiro relatando no elevador sobre problemas dele com a equipe da UTI. Sabe o quanto é desgastante pra paciente e acompanhante ficar em hospital? Vocês tem os registros aí e infelizmente meu filho vai com uma certa frequência por conta da diabetes. E ainda ter que tá escutando reclamação de funcionários? Absurdo
