elogio_ou_queixa.4,grupo.4,motivo.4,p5,comentario_p5
QUEIXA,HOTELARIA,LIMPEZA,3.0,"Limpeza do banheiro deixa a desejar, no banheiro do quarto estava encardido e tinha muito mal cheiro."
QUEIXA,HOTELARIA,LIMPEZA,1.0,"O espaço onde esperamos no pré operatório, era desconfortável. Bagunaçado, pois existia outras pessoas para fazer outros exames. Pediram para tomar banho antes da cirurgia, achei interessante a solicitação do procedimento e receber o kit de higiene, mas o banheiro estava com aspecto de nojento. Com lodo entre os rejuntes, estava mega molhado por todo cantos, pois todos que estavam na sala esperando estava usando o mesmo banheiro. Eu andava com cuidado para não escorregar."
QUEIXA,MANUTENÇÃO,ESTRUTURA,3.0,A estrutura ainda precisa de melhorias.
QUEIXA,HOTELARIA,QUALIDADE,1.0,"Como se não bastasse o aperto que fiquei tinha um mau cheiro horrível saindo do sanitário, pedir ver o que estava acontecendo me disseram que não podia fazer nada.  "
QUEIXA,NUTRIÇÃO,QUALIDADE,1.0,"A comida era da pior qualidade,os serviços bem moroso pedia uma coisa demorava pra voltar"
QUEIXA,HOTELARIA,QUALIDADE,1.0,"O acolhimento do acompanhante, que ficam até o horário do paciente sair sem nenhuma refeição... "
QUEIXA,HOTELARIA,LIMPEZA,2.0,"O banheiro onde o paciente tem que tomar banho é  horrível  não tem um lugar para deixar a sua roupa  não tem Box o banheiro  fica todo molhado e sujo.
O Cobertor oferecido é  de uma qualidade muito ruim além  de muito pesado
Muito desconfortável. 
A alimentação é  apenas uma bolacha e um suco não  se pode dizer agradável  ao um dia de frio onde o paciente passou muito frio e o que seria bom um café  quente ou deixar o paciente ir a uma cantina dentro do hospital mesmo que seja pago pelo paciente.
Como passei muito frio depois do banho só me ofereceram um lençol  e estava uma manhã  muito fria, meu corpo pedia um café  quentinho não  um suco.
Mesmo quando cheguei em casa depois de um banho bem quente e um chocolate quente  ainda demorei muito para me aquecer."
QUEIXA,HOTELARIA,ENXOVAL,3.0,"Estava um dia muito frio e tiveram que reagendar o horário da minha cirurgia. Acabei ficando mais tempo que o pretendido na  enfermaria esperando a cirurgia.  
Não tinha roupa de cama para os novos pacientes que iriam fazer as cirurgias.
Não tinha travesseiros e nem coberta para mim, fiquei sem travesseiro e a coberta tiveram que pegar em outro setor. 

A equipe de enfermagem foi maravilhosa tentando contornar a falta de enxoval. 
Do mais estava tudo maravilhoso. A cirurgia ocorreu tudo bem."
QUEIXA,HOTELARIA,LIMPEZA,2.0,"Fiquei acordado mais de 3 horas sentado na sala de espera junto  a enfermagem. Avisei que estava em procedimento jejum por mais de 24 horas e nada foi feito. Segundo o setor o quarto ainda não sabia sido higienizado. Porém minha esposa foi ao quanto e passou álcool na cadeira onde fiquei sentado até a auxiliar de limpeza aparecer 
5 horas depois. O que foi citado acima. Falta de comprometimento com os horários da limpeza. Eu não conheci a rotina Administrativa. Porém quando precisava e chamava não vinha atebder com boa aparência."
QUEIXA,NUTRIÇÃO,FALTA DE ALIMENTAÇÃO,3.0,"Além de não fornecerem nenhum tipo de alimento para o acompanhante, passei o dia com ele, ao final da cirurgia deram um lanchinho a ele, mas não para o acompanhante. "
ELOGIO,HOTELARIA,QUALIDADE,3.0,Neste caso não tenho nenhuma insatisfação a fazer. Fui muito bem tratada
QUEIXA,HOTELARIA,LIMPEZA,2.0,Banheiro com chao sujo
QUEIXA,HOTELARIA,ENXOVAL,3.0,Demora no atendimento.  Roupas de cama muito desgastadas e encardidas
QUEIXA,HOTELARIA,ENXOVAL,4.0,Solicitei cobertor várias vezes não chegou
ELOGIO,HOTELARIA,QUALIDADE,,"Limpeza, alimentação tudo bom. 
"
QUEIXA,HOTELARIA,QUALIDADE,3.0,"Fui internada em um domingo e fim de semana n tem chefia cobrando, infelizmente o atendimento n é como dia de semana"
QUEIXA,HOTELARIA,LIMPEZA,2.0,"Assim que dei a entrada no quarto, a moça da limpeza ainda estava limpando o banheiro fazendo maior barulho e quando precisei tomar banho ainda estava molhado, com o risco de eu cair"
QUEIXA,NUTRIÇÃO,FALTA DE ALIMENTAÇÃO,1.0,"Sim, a comida era fria, horrível, o banheiro do quarto sujo, quando eu sentia fome meu marido que tinha que ir comprar pão de queijo para mim, porque as enfermeiras diziam que não podiam me dar nada, minha última refeição era as 18 horas e depois não me davam nem água mais. Pretendo nunca mais voltar a esse hospital, e ainda vou trocar de convênio por conta disso. "
QUEIXA,MANUTENÇÃO,MOBILIA,3.0,"Cadeira do acompanhante desconfortável e quebrada, falta de wc para acompanhante na UTI, falta de coberta"
QUEIXA,HOTELARIA,QUALIDADE,3.0,"como já dito ainda falta a impressão de que se prioriza saúde,ate hoje a grande maioria ve hapvida como um plano paliativo e não de referencia,infelizmente é o que o plano deixa transparecer"
QUEIXA,NUTRIÇÃO,FALTA DE ALIMENTAÇÃO,1.0,Sou diabética passei mais de 5 horas depois que saí da cirurgia sem alimentação e nem água
QUEIXA,HOTELARIA,ENXOVAL,5.0,"O pessoal do leito não me deu cobertor, fiquei com frio enrolada com um lençol bem fino "
QUEIXA,NUTRIÇÃO,TEMPO DE ESPERA,3.0,Minha filha tinha uma dieta a ser feita a cada 2 horas e não ocorreu dessa forma
QUEIXA,NUTRIÇÃO,QUALIDADE,2.0,"Alimentação péssima,  chegou as 7hs de jejum e recebeu uma bolacha as 21hs para comer."
QUEIXA,HOTELARIA,LIMPEZA,3.0,"Roupa de cama velha
Banheiro limpo 1 vez ao dia somente
Alimentação pouco variada"
QUEIXA,MANUTENÇÃO,ESTRUTURA,4.0,"Estrutura bem limitada para aguardar, felizmente não demorou tanto"
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,Alimentação chega para o paciente fria
QUEIXA,HOTELARIA,LIMPEZA,3.0,"A higienizaçao do banheiro deixou a desejar, banheiro com cheiro de urina, e ficou por mais de 14horas um saco com uma secreção estranha esverdeada em cima da pia do banheiro dentro do quarto, e a equipe de higiene não retirou, somente após eu  solicitar é  que vieram retirar da pia."
QUEIXA,HOTELARIA,LIMPEZA,,
QUEIXA,HOTELARIA,LIMPEZA,3.0,Banheiro sujo lixo transbordando
QUEIXA,NUTRIÇÃO,QUALIDADE,4.0,Alimentação deveria ser melhor
QUEIXA,MANUTENÇÃO,ESTRUTURA,1.0,"A estrutura deixou muito a desejar, o teto tava caindo, nunca tinha visto tanto descaso com os paciente tá pior que o poblico"
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,"A minha insatisfação é em relação à alimentação, terrível. Eu gastei muito com alimentação tanto pra mim quanto para o meu filho, pq a comida desse hospital não tinha como comer, muito ruim mesmo. Mas em relação ao enxoval gostei muito e a estrutura hospitalar boa"
QUEIXA,HOTELARIA,TEMPO DE ESPERA,5.0,"Após subir  para o bloco cirurgia a demor na sala de espera pois ainda estavam higienizando, como tenho fibromialgia o ar me faz sentir muita dor"
QUEIXA,HOTELARIA,LIMPEZA,1.0,"O hospital tem bastante amadorismo nestes quesitos. 
Desde os carros de limpeza circulando cotidianamente pelos corredores da unidade, sem ter um local que fique fixo, sem incomodar os pacientes. 

A alimentação é absurda. Tive que impor o que queria comer, dentro dos limites da dieta autorizada. Precisam entender que o paciente, mesmo com restrições alimentares, tem o direito de escolher a alimentação que quer, e o setor de nutrição tem a obrigação de fazer. Após a imposição, foi feito o que eu queria. 

O enxoval, foi dado um lençol e fronha pra travesseiro na cor verde, antiga cor do Hapvida, material velho e em desuso, comprometendo até a estética do leito. 

Após a cirurgia, a enfermagem fica colhendo a digital de hora em hora, o que compromete o repouso do paciente; tal prática precisa ser revista, pois os cuidados devidos não são prestados, apenas fazem por obrigação, pra colher a digital e não serem punidas pela chefia imediata."
QUEIXA,MANUTENÇÃO,FALTA DE AGUA,3.0,"Não chega ser insatisfação 
É mais sobre a estrutura: chuveiro bem ruim"
QUEIXA,HOTELARIA,LIMPEZA,2.0,"A moça jogou água sanitária,no quarto quase tive um treco"
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,"Alimentação, muito repetitiva e acompanhante não recebeu.
Limpeza, boa
Enxoval - não disponível para acompanhante, apenas um cobertor muito grosseiro.
Estrutura, boa"
QUEIXA,HOTELARIA,QUALIDADE,3.0,"Ja estive em atendimento no mesmo hospital no ano passado em março e tudo foi excepcionalmente excelente! Então comparando com esse momento deixou a desejar,  desde o quarto, mesmo sendo enfermaria, em todis os aspectos."
QUEIXA,HOTELARIA,LIMPEZA,2.0,"Alimentação péssima, enxoval pessima fiquei 1 dia pedindo um travesseiro  só no aguarde e por fim não tive ."
QUEIXA,MANUTENÇÃO,ESTRUTURA,3.0,"Chuveiro quebrado e porta toalha de papel com defeito,  quase causou um acidente, reclamei e foi trocado"
QUEIXA,HOTELARIA,LIMPEZA,1.0,Falta de limpeza sistemática
QUEIXA,HOTELARIA,LIMPEZA,1.0,"Ambiente sujo, tumultuado e desorganizado"
QUEIXA,HOTELARIA,LIMPEZA,5.0,O ambiente hospitalar sujo a entrada e saída e os banheiros das recepções e dos quartos muito sujo demora muito para limpar e as lixeiras derramando lixo de cheia
QUEIXA,NUTRIÇÃO,FALTA DE ALIMENTAÇÃO,3.0,"A alimentação que realmente não consegui comer nada ,mas no demais  a equipe muito boa"
QUEIXA,HOTELARIA,LIMPEZA,2.0,"Pessoal da limpeza não respeitou o silêncio, fazendo muito barulho ao abrir e fechar porta do quarto, arrastando móveis, falando um com o outro em voz alta. Além disso, uma quantidade exagerada de solicitação a coleta digital.
"
QUEIXA,MANUTENÇÃO,ESTRUTURA,3.0,"Chuveiro não estava funcionando , tive q tomar banho gelado e o banheiro estava entupido."
QUEIXA,HOTELARIA,LIMPEZA,1.0,"Limpeza e enxoval só era feita quando acionada e mesmo assim só o básico.
Estrutura - quartos bem pequenos
Alimentação só ok"
QUEIXA,HOTELARIA,LIMPEZA,2.0,"Fiquei por volta de 30horas no quarto e nada de limpeza apenas tiraram o lixo, banheiro sujo e sem a tampa da privada."
QUEIXA,MANUTENÇÃO,ESTRUTURA,3.0,"Cortina do leito estava quebrada, porta do banheiro quebrada, cobertor que me deram estava rasgado."
QUEIXA,HOTELARIA,LIMPEZA,3.0,"Equipe de limpeza reduzida, muitos quartos p limpar e poucos funcionários"
QUEIXA,MANUTENÇÃO,ESTRUTURA,3.0,Problemas na tv
QUEIXA,HOTELARIA,TEMPO DE ESPERA,3.0,Insatisfeita com a demora
QUEIXA,HOTELARIA,LIMPEZA,5.0,Demora pra ir limpa
QUEIXA,NUTRIÇÃO,TEMPO DE ESPERA,3.0,A alimentação veio super atrasada
QUEIXA,MANUTENÇÃO,MOBILIA,2.0,"A cadeira de acompanhante infelizmente estava no ferro, nao tinha como ser trocado no momento, muita barulheira que ela fazia, desconforto total!"
QUEIXA,NUTRIÇÃO,QUALIDADE,2.0,"Banheiro sem papel toalha, sem papel higiênico, máquinas de água sem copos descartáveis, antes de me darem alta, me deram um kit ""fome"", 1 embalagem pequena de suco, 1 embalagem pequena de bolachas, 1 pão velho com margarina."
QUEIXA,HOTELARIA,LIMPEZA,1.0,No momento que meu esposo tava internado muita sujeira e chamei pra limpar e fizeram de conta que não escutaram.nao gostamos do descaso
QUEIXA,MANUTENÇÃO,MOBILIA,5.0,As acomodação
QUEIXA,HOTELARIA,LIMPEZA,3.0,Banheiro sujo demais
QUEIXA,HOTELARIA,LIMPEZA,3.0,Banheiro estava sujo e ficaram enrolando pra limpar
QUEIXA,HOTELARIA,LIMPEZA,1.0,"Limpeza do quarto, mas uma vez, poucos funcionários para dar conta da limpeza"
QUEIXA,MANUTENÇÃO,MOBILIA,3.0,Mobiliário e sanitários sem bom estado de conservação.
QUEIXA,HOTELARIA,LIMPEZA,3.0,Os banheiros têm um odor péssimo.
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,Foi muito boa só na minha opinião teria que ter um atendimento melhor com o acompanhante e também alimentação
QUEIXA,HOTELARIA,LIMPEZA,2.0,"Equipe de limpeza só passa pra pegar digital, nem sequer recolhem o lixo"
QUEIXA,HOTELARIA,LIMPEZA,1.0,"Demora na disponibilização do leito, enfermaria, quando disponibilizado o quarto estava alagado e imundo, por conta do ar condicionado a manutenção e a pessoa da limpeza fizeram os serviços quando ja estava no quarto, barulho e cheiro produtos, dificultando o descanso."
QUEIXA,HOTELARIA,LIMPEZA,1.0,"Banheiro sujo, cheio de agua"
QUEIXA,HOTELARIA,ENXOVAL,3.0,"Roupa de cama, fronha de travesseiro e lençol de cama muito encardidos"
QUEIXA,HOTELARIA,LIMPEZA,3.0,a limpeza demorou chegar no quarto
QUEIXA,HOTELARIA,QUALIDADE,3.0,"Não disse que estava insatisfeito, disse que precisa melhorar"
QUEIXA,HOTELARIA,QUALIDADE,,
QUEIXA,HOTELARIA,QUALIDADE,3.0,"Achei razoável,podia ser melhor"
QUEIXA,HOTELARIA,ENXOVAL,3.0,Todos os dias que fiquei internado não houve troca de roupa de cama
QUEIXA,HOTELARIA,ENXOVAL,1.0,"Não gostei,pq passei o dia inteiro pedindo roupa de cama e nada"
QUEIXA,HOTELARIA,ENXOVAL,1.0,POIS NEM TOALHA DISPONIBILIZOU 
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,"O medico prescreveu pra meu  filho dieta branda e estava sendo servida dieta líquida, mesmo após eu falar com o médico e o médico sinalizar novamente pra equipe, continuaram servindo dieta líquida."
QUEIXA,NUTRIÇÃO,TEMPO DE ESPERA,1.0,"A alimentação a demora de chegar meu filho fez a cirurgia e já tinha que ficar em jejum por conta da cirurgia e depois demorou muito pra chegar,e eu como acompanhante nunca chegou nada fiquei com fome.."
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,"A alimentação às vezes não atende as restrições que o paciente sinaliza  e demoram para disponibilizar roupas de cama,estava utilizando fraldas,urinei e acabou passando da fralda para o lençol e eu tive que passar a noite com a roupa de cama molhada de urina até o dia seguinte pois disseram que não tinha roupa de cama disponível.Achei um descaso com o paciente."
QUEIXA,HOTELARIA,TEMPO DE ESPERA,3.0,Muita demora
QUEIXA,NUTRIÇÃO,TEMPO DE ESPERA,3.0,"Sobre a alimentação cheguei no quarto morrendo de fome, não tinha nada pra comer, sobre a limpeza não tive nenhuma limpeza no dia, o restante normal"
QUEIXA,HOTELARIA,LIMPEZA,2.0,"Problemas relacionados à limpeza: o banheiro estava muito sujo.  E quanto a estrutura, administrativa.eu sai do hospital de alta acompanhado da enfermeira até  o térreo, mas sem um documento de alta hospitalar,e sem receita pós  operatória, e não  teve como obter essa receita aí, pelo telefone aí no hospital,tive que recorrer a outro médico."
QUEIXA,HOTELARIA,LIMPEZA,1.0,"Limpeza mediana, alimentaçao de péssima comunicacao com a enfermaria e medicos, fiquei 3 dias me alimentando apenas de gelatina de abacaxi e cha de hortela msm o medico ja tendo liberado alimentacao pastosa. Tive que procurar o carrinho de alimentacao no andar, para pedir a troca, e mesmo assim nao consegui. Funcionaria espirrando dentro do carrinho com os alimentos. Enxoval tive que pedir varias vezes para levarem toalha e lencois para acompanhante. Estrutura hospital: no geral fiquei extremamente TRAUMATIZADA com todo o periodo que estive no hospital, falta de comunicao clara entre os funcionarios, funcionarios descontentes contando as horas para irem embora e deixando isso bem claro na frente dos pacientes. Teria q ter voltado no hospital
Pos cirurgia mas nao tive coragem. Espero nunca mais voltar, até pq sou paciente oncologica e faço todo meu tratamento pelo ac camargo porem me foi ?negado? o tratamento por la! Tudo para economia do convenio, isso quase custou minha vida!!! Hospital mega lotado com poucos funcionarios e mal estimulados."
QUEIXA,NUTRIÇÃO,QUALIDADE,2.0,"Alimentação e agua para minha filha, os enfermeiros, tecnicos não faziam nada pra resolver"
QUEIXA,HOTELARIA,LIMPEZA,2.0,"Banheiro sujo,  alimentação demora demais , estrutura hospitalar péssimo..."
QUEIXA,NUTRIÇÃO,FALTA DE ALIMENTAÇÃO,3.0,Questão da alimentação acho errado não disponibilizar as refeições dos acompanhantes
QUEIXA,HOTELARIA,ENXOVAL,3.0,"Demorou muito pra chegar travesseiro, lençol e remédio e eu estava com frio e for"
QUEIXA,HOTELARIA,QUALIDADE,3.0,Segundo meu esposo tem uma condição especial além de ser cadeirante. O leito é muito apertado ficou muito desconfortável. 
QUEIXA,NUTRIÇÃO,QUALIDADE,,
QUEIXA,HOTELARIA,ENXOVAL,1.0,Não trocou  mina coberta qdo fui pro quarto e estava suja da cirurgia
QUEIXA,HOTELARIA,LIMPEZA,1.0,"Vomitei bastante, assim como outros pacientes e n havia sacolas no banheiro e os auxiliares de limpeza pararam de limpar o local após uma certa constancia dos vomitos"
QUEIXA,HOTELARIA,LIMPEZA,2.0,Chão até sangue tinha
QUEIXA,NUTRIÇÃO,QUALIDADE,,
QUEIXA,HOTELARIA,QUALIDADE,3.0,Hospedagem não é boa
QUEIXA,HOTELARIA,QUALIDADE,3.0,Demora e desorganização
QUEIXA,NUTRIÇÃO,TEMPO DE ESPERA,1.0,"Minha acompanhante, não tomou café da manhã por conta da demora, e ficou com fome de 6:00h até ao 12:00h, foi quando chegou o almoço. Depois do exame subimos novamente para o quarto e tive que ir embora como fome depois de 2 dias de jejum por causa do preparo da colonoscopia, pois nunca chegou o alimento da noite nem para mim nem para minha acompanhante, fomos embora com fome e extremamente aborrecidos, pois aquilo foi uma vergonha de tratamento para um paciente e acompanhante. Por isso tudo estamos muito insatisfeitos com esse atendimento."
QUEIXA,HOTELARIA,ENXOVAL,3.0,"Enxoval - não havia travesseiro 
Estrutura hospitalar - local improvisado para colocar bebê... Ar condicionado com a parte da frente quebrada, fazendo com que o vento ficasse todo em cima da cama. O quarto é apertado para comportar duas mães, dois bebês e dois acompanhantes .."
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,Alimentação inadequada para paciente que acabou de sair de uma cirurgia.
QUEIXA,NUTRIÇÃO,TEMPO DE ESPERA,3.0,Não tinha tv no quarto e a demora em trazer alguma refeição
QUEIXA,HOTELARIA,LIMPEZA,3.0,Falta limpeza adequada no quarto e banheiro
QUEIXA,NUTRIÇÃO,FALTA DE ALIMENTAÇÃO,3.0,"""A alimentação não era ruim, porém não oferecia nenhuma refeição para acompanhante, limpeza e enxoval ok. 
"
QUEIXA,NUTRIÇÃO,QUALIDADE,2.0,"Comida ruim, mal apresentável, suco industrializado ao invés de um suco natural,  a limpeza  entrava  pra pegar pegar a digital e nao limpava o chão nem o banheiro tinha que ficar pedindo e demorava muito"
QUEIXA,HOTELARIA,LIMPEZA,3.0,"Infelizmente os banheiros estava bem sujo ,tinha bastante barulho durante a noite achei a alimentação ineficiente ,fiquei só por uma noite pode ter sido um dia atípico enfim"
QUEIXA,HOTELARIA,LIMPEZA,1.0,Muito ruim a limpeza do quarto
QUEIXA,HOTELARIA,LIMPEZA,3.0,Higiene
QUEIXA,HOTELARIA,LIMPEZA,2.0,"O banheiro do centro cirúrgico muito sujo, sem estrutura nem onde colocar toalha nada, o teto da enfermaria cheio de mofo"
QUEIXA,HOTELARIA,QUALIDADE,3.0,"A sala que esperei para fazer o atendimento. Achei pequena com pacientes masculinos juntos ,o banheiro utilizado para ambos o sexo e tbem para funcionários.  Constrangida por estar de camisola"
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,"Após a cirurgia, já no quarto, recebi como alimentação um pão e um copo de suco. Além disso, apesar de ter relatado a intolerância à lactose, recebi alimentos com lactose. 
Por fim, recebi alta com menos de 24h após a cirurgia. Por volta das 8h, já estava de alta."""
QUEIXA,HOTELARIA,LIMPEZA,3.0,não fui para o quarto no horario certo porque o mesmo não estava limpo
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,Alimentação
QUEIXA,HOTELARIA,QUALIDADE,3.0,"Da última vez, faltou papel sanitário nos banheiros do hospital."
QUEIXA,HOTELARIA,LIMPEZA,3.0,Limpeza dos banheiros no geral podia ser melhor
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,A copeira foi grossa e a comida não estava boa
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,"Alimentação não tá boa,  café, sopa chegando fria, precisa melhorar no quesito alimentação"
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,"Limpeza boa alimentação pouca o resto Bom
Pedi uma coberta demorou muito e a comida só veio um pão e copo de suco muito pouco"
QUEIXA,NUTRIÇÃO,QUALIDADE,3.0,Pelo preço do plano pago a alimentação poderia serais caprichada
QUEIXA,HOTELARIA,QUALIDADE,3.0,Acabou papel higiênico no banheiro.
QUEIXA,HOTELARIA,LIMPEZA,3.0,Quarto extremamente sujo. Muito cabelo preso nas rodinhas da maca. Demora nas refeições.
QUEIXA,HOTELARIA,LIMPEZA,3.0,"muito ruim, banheiro fedido, ninguém foi lá lavar, demoraram de ir limpar e remover papéis higiênicos, mas os lençóis e os itens de higiene, como toalhas estavam limpos, só não senti aquela sensação confortável de limpeza quando sai da cirurgia, o banheiro fedia"
QUEIXA,MANUTENÇÃO,FALTA DE AGUA,2.0,"No hospital Santa Maria. Nei água tinha detestei.
Detestei o quarto do hospital Santa Maria. A cama era péssima pior que no hospital público."
QUEIXA,HOTELARIA,ENXOVAL,3.0,Lençol rasgado
QUEIXA,NUTRIÇÃO,TEMPO DE ESPERA,,"Pela manhã a pessoa que servia o café levou 1,5h no corredor conversando para chegar com o café (não estou exagerando), ela começou a servir 8h e só chegou lá no meu quarto 9,30h. Diversas vezes minha esposa ia ver e ela estava conversando no corredor. Ainda me entregou o café com o nome errado, só notamos depois de comer."
QUEIXA,HOTELARIA,LIMPEZA,3.0,Banheiros sujos
QUEIXA,HOTELARIA,LIMPEZA,3.0,Lugares sujos
QUEIXA,HOTELARIA,COLETA BIOMETRICA,3.0,Fiquei bastante incomodada com o número de vezes que os profissionais entravam para colher a minha biometria inclusive a noite/madrugada.
QUEIXA,HOTELARIA,LIMPEZA,3.0,"Tem que ter mais limpeza principalmente nos banheiros.
A alimentação não consumi
E o enxoval estava ok"
QUEIXA,HOTELARIA,LIMPEZA,3.0,"O quarto no qual fiquei, não tinha sido limpo/higienizado, a equipe da copa e cozinha, esqueceu o jantar do paciente e acompanhante."
