elogio_ou_queixa,grupo,motivo,comentario_p1
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Ficamos aguardando por horas para liberação do quarto
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Cheguei bem antes do meu horário de internação
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Não tivemos acesso a apartamento.  E não pude ver as instalações que meu filho ficou
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Espera
QUEIXA,RECEPÇAO,QUALIDADE,Sempre o atendimento na recepção e sempre muito estressada parece que estão sempre sobrecarregados
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Demorou mais do que esperado, o bebê estava em jejum"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Após a cirurgia eu fiquei jogado lá no corredor, porque não tinha vaga na enfermaria, direito meu ter ido para enfermaria, mas por falta de vaga fiquei jogado no corredor, vergonha. "
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Estão. Solicitaram para que chegássemos um certo horário para dá entrada, fizemos dá forma que orientaram, contudo, a cirurgia atrasou bastante, Davi, uma criança autista, ficou extremamente agitado, informei a condição dele, ainda assim, o horário da cirurgia dele estava muito além do horário previamente agendado. "
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,A demora no atendimento.
QUEIXA,ADMINISTRATIVO,QUALIDADE,Mandaram chegar muito cedo e so fui ser atendida pra fazer ficha mais de 2 horas depois. Fiquei em quarto coletivo e nao em apartamento como eh do meu plano.
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Na verdade ainda não cheguei no hospital. Era para eu estar a caminho da cidade de Belém, porém a incompetência das funcionárias do Hapvida, me impediu de sair esta manhã. Agora terei que ir durante a noite, irei me atrasar para encontrar a moça da autorização, a hospedagem só estará disponível às 14:00. Foi solicitado a minha saída da cidade de Parauapebas, as sete da manhã, porém a moça, talvez possuindo algum problema de memória, não realizou o pedido adequadamente. Agora a preocupação, a ansiedade está me incomodando, pois não tenho certeza se irei conseguir chegar a tempo em Belém para falar com quem devo falar antes da cirurgia. Isso é realmente me deixa insatisfeita, pois confiamos em uma empresa, confiamos em um plano de saúde e é assim que somos tratados."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Foi solicitada a chegada para internação às 6h da manhã e depois de muitos desencontros e acionar a coordenação médica, a paciente idosa e há quase 48h sem se alimentar foi internada quase meio-dia. 

Depois de internada houve mais demora para iniciar o preparo que começou quase às 14h

Foram muitos desencontros e falhas no atendimento de todos os setores envolvidos. Chegando ao ponto do médico subir para  pegar a paciente.

Após o exame mais espera para liberar a alimentação, retirar o acesso e efetivar  a alta que já estava prescrita pelo médico.

Saímos do hospital mais de 21h"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Sim, com relação ao leito compartilhado o que deixa o paciente e acompanhante um pouco incomodados. No meu caso tinha outra paciente com uma acompanhante mulher e eu com meu esposo. "
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora para realizar o cadastro de entrada
QUEIXA,ADMINISTRATIVO,QUALIDADE,Desorganizado
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Uma demora de quase 3 horas esperando e meu Filho chorando com fome, porém ele não podia comer por conta da cirurgia"
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,Tem que melhorar a ajuda para o aleitamento materno
QUEIXA,ADMINISTRATIVO,QUALIDADE,Porque ainda não consegui fazer acupuntura
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"A única coisa que me deixou muito insatisfeita foi com a demora, estava marcada para 11 horas foi feita as 5 da tarde, meu filho passou mal de tanta fome e sede. Fora isso foi tudo ótimo. Mas a demora sem explicação foi o mais revoltante. "
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Demorou um pouco
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Foi porque meu plano é pra apartamento eles me colocaram em enfermaria eu só não gostei disso
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Fique mais de uma hora na recepção e depois que fui liberado só fui atendido depois das 17h
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Muita Demora pra ser chamada para ser chamada no centro cirúrgico
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Sim foi muita demora pra atender cheguei lá 9 horas eso fui atendida as13:00 fiquei todo esse tempo e jejum 
Sendo que fiquei de jejum em casa das 20 horas do dia anterior 
Estava com muita fome e só fui atendidaad13:00 porque fui reclamar que estava passando mal por tá muito tempo de jejum"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Marcou as 5:00 da manhã
Entrei para o bloco às 11:00
Jejum foi muito longo, fome, cede, passando mal. 
Deveria ver essa questão e marcar no horário mesmo 
6 horas de atraso"
QUEIXA,RECEPÇAO,QUALIDADE,"Despreparo dos funcionários na recepção, falta de banheiro. Fiquei ao ponto de desistir da cirurgia pois o lugar me passou insegurança"
QUEIXA,ADMINISTRATIVO,QUALIDADE,Foi preciso entrar pelo P. S. Apoio nenhum
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Chegamos às 3hs antes como foi pedido e ficamos esperando por muito tempo sem nenhuma informação.
Cirurgia deveria ocorrer 11hs. Foi para o centro cirúrgico as 15hs. Operado as 17hs. Chegou no quarto as 19hs. Solicitado para deixar o hospital a meia noite do mesmo dia.
"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Tinha uma consulta no proctologista, porém não encontrei a clínica e só gastei dinheiro com app ##1f621## sacanagem ..."
QUEIXA,ADMINISTRATIVO,QUALIDADE,Me veio uma moça quando eu havia subido pro terceiro andar se não me engano me informa que meu filho não estava com cirurgia agendada não lembro como ela se apresento falei como não se o hospital me ligou ontem me confirmou tudo correto só vou sair daqui com meu filho operado é uma cirurgia necessária
ELOGIO,ADMINISTRATIVO,QUALIDADE,Cordialidade de todos
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,A demora no atendimento
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Era pra eu ter ficado em um quarto antes e depois da cirurgia. Mau acompanhante simplesmente não teve notícias minhas das 6 da manhã até quase 22 da noite. A cirurgia terminou, o médico deu alta, o plantão das 19 chegou e só me liberou as 22hs. Ainda perderam meu atestado."
QUEIXA,RECEPÇAO,ACOLHIMENTO,Falta de empatia e organização de colaboradores na recepção
QUEIXA,ADMINISTRATIVO,QUALIDADE,"A rapidez no atendimento
Local muito cheio e tbm não  agravel"
QUEIXA,ADMINISTRATIVO,QUALIDADE,Por que foi tudo em cima da hora e nem explicaram muito as coisas
QUEIXA,ADMINISTRATIVO,QUALIDADE,Tem vez que não tem lugar pra sentar de tão cheio fora a demora pra atender
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,A espera
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Muita demora na recepção para realizar o internamento, profissionais mal educadas, ambiente desagradável, ar condicionado fazendo barulho. Pior que um hospital do Sus."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Demora no atendimento na chegada ao guichê,na recepção"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"3. Passei dor ,fome, falta de água"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"E tempo de espera para abertura de ficha 
Tendo em vista que a paciente é totalmente acamada e ficamos na sala aguardado por mais de 30 min a abertura da ficha 
Sem contar que biometria fácil não fazia o reconhecimento"
ELOGIO,ADMINISTRATIVO,QUALIDADE,Excelente
QUEIXA,ADMINISTRATIVO,QUALIDADE,Então cheguei muito cedo com minha acompanhante 1 hora antes do horário marcado da cirurgia porém quando fui internado no quarto demorou muito para nós atender fora que a cirurgia estava marcada para de manhã fui fazer já era quase noite compreendo que nesse dia tinha muitas cirurgias para ser realizadas porém é uma falta de organização do hospital por isso minha insatisfação
ELOGIO,ADMINISTRATIVO,QUALIDADE,"Desculpe, apertei o botão errado, o correto é muito satisfeito, a cirurgia foi um sucesso e fomos maravilhosamente bem recebidos, do começo ao fim!"
ELOGIO,ADMINISTRATIVO,QUALIDADE,Bem atendida
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Achei demorado e sem informação,  me marcaram para chegar lá as 9h em jejum e no entanto so consegui dar entrada depois das 11h mesmo tendo chegado antes das 9h. E so fui operada após as 13h"
ELOGIO,RECEPÇAO,QUALIDADE,"Tenho dificuldade em usar o totem, quanto os porteiros e recepcionistas são muito bons e educados"
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,"Pq fui mal informada sobre onde esperar, daí eu fui a primeira a chegar, e a última a fazer a cirurgia."
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Falta de organização, ps junto com quem já está  agendado, sempre sem leito, já estava com minha cirurgia agendada, porém tive que ficar internado no centro de recuperação por falta de leitos
"
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,"Quando eu cheguei no hospital nem as recepcionista e porteiro nem olharam pra minha cara   cheguei com muita dor , mais graças a Deus minha filha estava comigo me dando apoio ."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"O médico já estava esperando no centro cirúrgico e a recepcionista enrolando para me subir, ao subir tive que sair correndo para o centro cirúrgico"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não sabíamos para onde ir não conhecíamos o hospital e o atendente não nos deu uma direção apenas mandou aguardar
QUEIXA,RECEPÇAO,QUALIDADE,"A equipe da recepção atendeu bem, porém Ocorreu falhas, não me foi entregue o comprovante de internação"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"A acomodação.
Pago plano com apartamento e ficamos na infermaria."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Bem, minha ficha teve um erro, terminei o procedimento mas fiquei esperando porque errou então achei um pouco insatisfeito com isso, quando fui trocar a roupa fiquei só como pede pra levar acompanhante e não deixa ele com vc pra ajudar vc ."
ELOGIO,RECEPÇAO,QUALIDADE,"Ótimo atendimento, fui bem recebido pela equipe medica"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Mandaram chegar antes das 06:00 e demoraram muito para chamar , subir para sala de preparação mais de 07:00 ."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Não consegue ter o atendimento, a central marcou o dia da fisioterapia após a cirurgia, quando cheguei na clínica fui informada que não poderia ser atendida que a marcação tinha sido um erro. Fiquei muito chateada com toda a situação, além que estava com os pontos e sentindo dor, sair de casa me esforçando para poder ter a consulta e fui frustada"
QUEIXA,RECEPÇAO,ACOLHIMENTO,Pessoal da recepção bem grossos. Você chega lá nervosa 6h da manhã para fazer cirurgia e parece que as mulheres da recepção estão trabalhando por obrigação.  Cara fechada e sem educação.
QUEIXA,ADMINISTRATIVO,QUALIDADE,"demora do atendimento até a ida para o quarto.
a nutricionista passou somente 1 vez, e a dieta tive que reclamar por duas vezes que estava errada."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora no atendimento da recepção somente 2pessoas pra atender
QUEIXA,ADMINISTRATIVO,QUALIDADE,Poucas informações
QUEIXA,RECEPÇAO,ACOLHIMENTO,Não tive acolhimento de psicólogos e fisioterapeutas então não tem como avaliar e só tenho uma reclamação que é com o recepcionista na hora da minha saída quando fui pedi uma declaração para meu acompanhante e ele foi super rude e ignorante fora isso eu dou sim para os outros
QUEIXA,RECEPÇAO,ACOLHIMENTO,"As recepcionista de cara feia, dá um bom dia, quase não responde"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"Minha insatisfação não é com os profissionais em específico, pois foram todos muito gentis. O problema é que me foi dito por mensagem e me foi entregue uma folha no hospital pedindo pra chegar 3 horas antes da cirurgia, que aconteceria às 6h. Cheguei de madrugada e apoia minha chegada falaram que eu só poderia entrar no hospital depois das 6h. Tive que ficar na recepção esperando autorizarem a minha entrada. Por que me pedir pra chegar 3h da manhã se bem entrar no hospital eu poderia?"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"Me informaram para chegar no hospital as 11h, dei entrada com a recepcionista que solicitou que eu aguardasse e somente as 13h quando fui perguntar se teria algum retorno sobre a minha cirurgia, fui informado que na verdade a minha cirurgia estava agendada para as 15h, ou seja, eu poderia ter sido avisado antes"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Cheguei antes das 3 horas previstas, e mesmo assim, só me atenderam 3 horas dps, fiquei 3 horas esperando na recepção para ser atendida e me levarem para o quarto. Só subi pro quarto dps do horário previsto da cirurgia o que fez atrasar tudo"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Demora na recepção
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Cirurgia agendada para às 13h, só fez a cirurgia às 18h, fiquei 5 horas sentado em uma cadeira de rodas desconfortável, com dores de cabeça, pois estava de jejum desde o dia anterior."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"OK. ""Tenho só a reclamar com esse plano horrível 
Não responder a gente 
Preciso do meu exame que não me deram"""
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,nan
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Não acharam vaga no quarto pra mim então não tenho como havaliar melhoro serviço de enxoval,as enfermeiras disse que não poderiam me dá nada pra comer em quanto eu não fosse pra o quarto então não posso havaliar também, eu acredito é que Teresa de Lisie é um hospital grande que tem condições financeiras mas precisa de uma equipe interna mas organizada falta equipe organizacional mas treinada ,equipamentos modernos e um leitos menos lotados.( hoje tenho medo de fazer outra cirurgia lá e passar pelas mesma coisas ou pior)"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Demorou pra subir pra cirurgia
QUEIXA,ADMINISTRATIVO,FALHA NO APARELHO,Não aparece minha biometria e tenho que passar pela recepção.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"Descaso no atendimento da recepção.Aguardei mais que o tempo informado de espera e quando ultrapassou o horário ainda tive que ficar perguntando ,só assim me chamou para fazer a ficha ,sendo que poderia ter feito no momento que cheguei pois eu  era a única esperando.Mas aguardou ultrapassar o horário depois da 5hs e mesmo assim não chamou e continuava sendo a única esperando ,só fez quando fui reclamar e já era quase 6hs."
ELOGIO/QUEIXA,ADMINISTRATIVO,QUALIDADE,"No geral estou satisfeito com o plano Hapvida, mas se vc precisar de algum apoio de funcionários dos hospitais aí deixa um pouco a desejar."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,MTA espera pra vir um recepcionista atender
ELOGIO,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"Cheguei para operar não tinha leito, tive de ficar praticamente os 2 dias no repouso da cirurgia lotado sem acesso a visitas"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Demora pra subir pro internamento
QUEIXA,RECEPÇAO,QUALIDADE,"Quando eu fui fala com uma recepcionista, não gostei do tratamento dela com a minha pessoa. Gostaria que as recepcionistas fossem mais atenciosas e simpática com o melhor atendimento possível para os pacientes."
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Hospital muito pequeno, não suporta a capacidade de pessoas que tem o plano de saúde, superlotação, tanto eu quanto a minha filha passamos por cirurgia no guarás e foi terrível, bloco cirurgico super lotado, atrasamos horassss a cirurgia marcada, e depois de operada ainda tivemos que ficar esperando desocupar um leite pra ser transferida pra a enfermaria ##1f926-1f3fd-200d-2640-fe0f####1f926-1f3fd-200d-2640-fe0f## sinceramente muito ruim o serviço aqui"
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,"Tive um aborrecimento com a demora do maqueiro no dia da minha alta,fora isso na a reclamar."
QUEIXA,PORTEIRO,ACOLHIMENTO,Não me recordo de ter um porteiro no momento da minha chegada.
QUEIXA,RECEPÇAO,QUALIDADE,QUASE PERDI O HORÁRIOP DA CIRURGIA PÓR FALTA DE COMUNICAÇÃO DA RECEPCIONISTA
QUEIXA,ADMINISTRATIVO,QUALIDADE,"""internação é muito cedo para quem Mora longe 
E uma atendente só para quem está em jejum que chega no horário marcado que é 6 horas da manhã"""
QUEIXA,ADMINISTRATIVO,QUALIDADE,"""Depois da cirurgia não fui medicada após cirurgia para dor , como foi cirurgia ortopédica tive muita dor 
Só fui medicada após reclamar 
A preocupação foi com a saída que estava programada para a tarde"""
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Muita demora até subir para o quarto, mais de 5 horas esperando na recepção"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Eu cheguei as 4 da manhã e fiquei muito tempo esperando.
ELOGIO,ADMINISTRATIVO,QUALIDADE,Fui bem atendido
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Muita demora
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,"Depois que tiraram as senhas ninguém te atende, tem que ficar pedindo licença pra atendente pra poder ser atendido, as 3 horas de antecedência são gastas logo na chegada"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Muita demora pra localizar o que é necessário ser feito
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Nós viemos de fora aguardamos a última pessoa ser atendida Quando chegou nossa vez tivemos que aguardar mais 30minutos para sermos atendidos, alegando que estava cedo sendo que falarmos para nós  chegarmos 3horas antes para fazer o procedimento."
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"A estrutura foi improvisada, muitas reclamações em relação a organização dos leitos. Demora para descer da cirurgia por falta de leito"
ELOGIO,ADMINISTRATIVO,QUALIDADE,Bom atendimento
ELOGIO,ADMINISTRATIVO,QUALIDADE,Pessoal muito educados
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"A insatisfação não se deu por conta da equipe de enfermagem, eles foram ótimos. E sim pela a superlotação só hospital. Temos direito a apartamento e neste dia, não havia vaga, meu filho realizou a cirurgia e a noite tivemos que sair do hospital. Além de que, somos do interior do estado. Por isso não sentimos o acolhimento."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"me deixaram esperando muito tempo em um box, pós o banho"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"Fui informado que deveria me internar as 4 horas da manhã, fui para o quarto já eram mais de 9 da manhã"
ELOGIO,ADMINISTRATIVO,QUALIDADE,Muito bem atendido
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Muita demora para todo o processo de intervenção e pré-operatório
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Fila de espera enorme
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Ao chegar na recepção era bem na troca de turno, uma das meninas disse pra eu aguardar que iriam me chamar e não me chamaram, tive que ir novamente falar com a outra moça no novo turno.
Quando subi no quarto, iam me colocar num leito com as roupa de cama toda rasgada, mas a infermeira viu e graças ao cuidado dela ela me colocou em outro leite em condições melhores, quando me levaram para o centro cirúrgico e me deixaram aguardando me colocaram num lugar escondido e ninguém conseguia me achar tive que gritar para me encontrarem estavam ligando para alguém porque nem estavam me localizando, a pessoa falou comigo confirmou e depois não sabia que eu estava lá, sinceramente não me senti tratada com humanidade e sim parecia uma linha de produção. A equipe que fez a cirurgia super atenciosos quanto a isso não tenho o que falar foram maravilhosos. Minha cirurgia era por volta das 16:30, às 17h eu já tinha terminado a cirurgia e me levaram pra o quarto somente por volta das 21h e eu estava há horas sem comer e me deram uma bisnaguinha com geleia e chá eu chorei muito porque achei um descaso. A alta foi pessima estava prevista pra sair por volta das 7:30 e fui sair se não me engano às 13:00 fiquei no pé pedindo para o médico só ir lá e falar está liberada enfim..."
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"como disse, não foi providenciada acomodação"
QUEIXA,ADMINISTRATIVO,QUALIDADE,Informações confusa
ELOGIO,ADMINISTRATIVO,ACOLHIMENTO,Muito bem recebido
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"A demora no atendimento,  demora pra subir pra cirurgia e a demora maior foi pra sala de cirurgia.   Minha cirurgia estava marcada pra 19 horas , fiquei num quartinho imundo , esperando ser chamado.  Mim chamaram 3 da manha .mais de 12 horas em jejum. Péssimo atendimento.  Hospital horrível."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Custou muito eu subir para o quarto
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,Só a demora pra ser atendido
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,Primeiro porque cirurgia ocorre tive que acionar a ANS.
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,nan
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Demora
ELOGIO,ADMINISTRATIVO,QUALIDADE,Não tenho nada o que reclamar foi tudo perfeito!
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Desorganizado, quantidade de pessoas excedente ao tamanho do espaço. Depois de horas esperando consegui ser atendida pelo acolhimento a responsável falou que ia resolver mas não resolveu nada péssimo trabalho do acolhimento."
ELOGIO,ADMINISTRATIVO,QUALIDADE,Bom atendimento
ELOGIO,ADMINISTRATIVO,QUALIDADE,Foi ótima
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,Não souberam me orientar
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Não fiz fisioterapia pelo convênio só tem uma clínica que atende toda região de Sorocaba, o atendimento da clínica péssimo demora 2 dias para retorno pelo whatsapp, agenda muito distante"
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,Atraso geral
ELOGIO,ADMINISTRATIVO,ACOLHIMENTO,"Equipe muito atenciosa, tirando dúvidas sempre que necessário"
ELOGIO,ADMINISTRATIVO,QUALIDADE,Foi  bom última consulta foi no santa Maria foi um pouco trastono
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Fomos para o exame as 16:00h ficamos na espera até 17:30h quando entramos para fazer o exame de colonoscopia, fizeram a biopsia, mas até hoje dia 15/09/2025, não saiu o resultado da mesma, entro no site faço uma pesquisa, mas não tem a solicitação do exame de biopsia na parte de resultado de exames, só vejo na parte de protocolo mas nunca saí o resultado, quero saber o que aconteceu?"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"Não foi durante a chegada e sim na resolução do problema... Era gestante de alto risco. Fiz o plano em fevereiro e, só consegui um atendimento com a ginecologista de alto risco em maio. Não tive pré-natal. Todas as minhas queixas eram sanadas na emergência... Fui para a emergência com 37 semanas e tive que interromper a minha gestação, pois meu bebê estava sem oxigenação... Tive o diagnóstico do médico que fez a ultrassom as 15h. E ele foi muito bem claro que teria que ser operada o quanto antes... A ginecologista do plantão fez pouco caso. Assim como o pessoal da coordenação. O plano negou a cirurgia e demorou cerca de *cinco horas para liberar a guia para pagamento*... Um absurdo total. Eu poderia ter perdido meu filho naquele momento... Ainda tive que esperar até às 23:48h para que a cesária fosse realizada... No meio do procedimento, a máquina de oxigenação parou.... Meu bebê ficou numa banheira improvisada. Totalmente diferente do bebê que estava dividindo o quarto conosco. Não me medicaram corretamente. A vacina Versa, tomei na saída da maternidade porque questionei a prescrição dela na minha receita de alta. Ou seja, esqueceram de aplicá-la quando eu estava internada."
QUEIXA,RECEPÇAO,QUALIDADE,"O atendimento na recepção não foi bom , a demorar para atender foi muito grande , não tive um lugar para descansar em paz"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,Pois o meu plano é de apartamento e após a cirurgia fiquei mas de 40 minutos no corredor na marca e não me levaram pro apartamento
