elogio_ou_queixa,grupo,motivo,comentario_p1
ELOGIO,RECEPÇAO,ACOLHIMENTO,"qdo cheguei nao tinha ninguem na recepcao,logo apos ele chegou, porem gentil e atencioso."
ELOGIO,ADMINISTRATIVO,QUALIDADE,a presteza no atendimento
ELOGIO,ADMINISTRATIVO,ACOLHIMENTO,bom atendimento
ELOGIO,ADMINISTRATIVO,QUALIDADE,todos muito prestativos
ELOGIO,ADMINISTRATIVO,QUALIDADE,muito bem atendida
ELOGIO,ADMINISTRATIVO,QUALIDADE,fiquei muito satisfeita em todos os atendimentos. deus colocou pessoas abencoadas no meu caminho.
ELOGIO,ADMINISTRATIVO,QUALIDADE,sim! toda a equipe e o hospital estao de parabens! eu fui muito bem atendida do comeco ao fim.
ELOGIO,ADMINISTRATIVO,QUALIDADE,"adorei toda experiencia, milha filha e eu fomos muito bem atendidas!"
ELOGIO,ADMINISTRATIVO,QUALIDADE,"adorei toda experiencia, milha filha e eu fomos muito bem atendidas!"
ELOGIO,RECEPÇAO,QUALIDADE,"fui bem recepicionada, horario tranquilo sem muita gente. todos atenciosos!"
ELOGIO,MAQUEIRO,QUALIDADE,os maqueiros otimos entao o atendimento variou do bom ao pessimo lidar com ser humano e isso vai do plantao do profissional muita gente mal preparada.
ELOGIO,RECEPÇAO,QUALIDADE,fui muito bem atendida desde das entrada ate a saida
ELOGIO,RECEPÇAO,QUALIDADE,pessoal atencioso
ELOGIO,MAQUEIRO,QUALIDADE,4 desculpe maqueiro e equipe foi tudo satisfatorio
ELOGIO,ADMINISTRATIVO,QUALIDADE,"ah, gostaria de deixar registrado tambem a minha satisfacao no periodo que fiz a cerclagem. eu fiz no comeco de junho, uma semana antes de parir. quero deixar meus agradecimentos a todos da equipe... todos que me atenderam desde a hora que entrei, ate a minha saida do hospital recepcionistas, maqueiro, o pessoal da alimentacao, limpeza, nutricionistas, enfermeiros, medicos inclusive o dr. wilton, ele quem fez meu procedimento de cerclagem enfim, todos! . acho interessante registrar para que cada vez mais o hapvida venha incluir profissionais como esses... competentes, atenciosos e acima de tudo humanos"
ELOGIO,ADMINISTRATIVO,QUALIDADE,muito satisfeita adorei o atendimento com meu esposo vcs foi excelente profissional obrigado
ELOGIO,RECEPÇAO,QUALIDADE,"muito prestativos, esclareceram todas as minhas duvidas"
ELOGIO,ADMINISTRATIVO,QUALIDADE,minha mae esta sento muuuuuuito bem tratada. estamos todos muito satisfeitos.
ELOGIO,RECEPÇAO,QUALIDADE,"foi tudo otimo, atendimento e profissionaais de excelencia."
ELOGIO,RECEPÇAO,QUALIDADE,bom atendido e agilidade
ELOGIO,RECEPÇAO,ACOLHIMENTO,sim ! fui bem acolhida
ELOGIO,RECEPÇAO,ACOLHIMENTO,a recepcionista foi bastante solicita
ELOGIO,ADMINISTRATIVO,QUALIDADE,atendimento e rapido e pratico
ELOGIO,RECEPÇAO,ACOLHIMENTO,foi tudo bem
ELOGIO,ADMINISTRATIVO,QUALIDADE,nao houve insatisfacao. foi tudo perfeito.
ELOGIO,RECEPÇAO,ACOLHIMENTO,bom atendimento no hospital santa maria
ELOGIO,RECEPÇAO,QUALIDADE,"o procedimento foi rapido, mas nada mais s dizer"
ELOGIO,RECEPÇAO,ACOLHIMENTO,"fomos bem orientados, sem nenhuma intercorrencia durante o primeiro acolhimento."
ELOGIO,RECEPÇAO,QUALIDADE,rapidez e qualidade do tratamento
