elogio_ou_queixa,grupo,motivo,comentario_p1
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"somos da cidade de sorocaba ela chegou em uma segunda feira que estava marcado para realizar o procedimento chegamos la hospital nao sabia do caso ela ficou uma semana aguardando para fazer angioplastia porque o convenio nao liberava tudo pra o procedimento quando chegou na sexta o medico perguntou se autorizamos fazer faltando alguns itens liberamos pois eramos de sorocaba gastamos mais de 1000 mil de combustivel e cuidadora para ficar com ela pois ela tem um filho so eu sou a nora nos trabalhamos nao tinha quem ficassem fora o que gastamos de combustivel chegou a hora da cirurgia que foi uma sexta a noite tiraram a cuidadora por sinal bem mal educados falaram que o quarto e para paciente nao para cuidadora ela passou a noite na recepcao do hospital ate no horario do dia seguinte para receber a alta fiz varias reclamacoes nao adiantou nada 1f44e . e entao resolvemos entrar com advogado pelo mal atendimento e por terem feito desfeita com pessoa que sao de outra cidade e nao tinham condicoes de ficar indo e voltando sorocaba fizemos reclamacao inclusive do atendimento pessimo inclusive do reembolso por todo prejuizo e ninguem resolveu nada porque o hospital daqui de sorocaba falou que ela ia de ambulancia e retomava no mesmo dia ou um dia apos nessa brincadeira de mal resolvido sobre as coisas tivemos um prejuizo de 1500 ,00 sendo que ela e aposentada em todos os procedimentos que temos feito com ela aqui em sorocaba so brigando pra resolver"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"o hospital estava com muitos quartos vagos , mas ficamos 4 horas no pa esperando uma ambulancia. e ao chegar no hospital mais 4 horas para um quarto , os proprios enfermeiros acharam estranho a demora e disseram q tinha muitos quartos vagos . apos sair da uti coronaria colocaram meu pai e em seguida levaram um paciente dependente quimico amarrado para o leito ao lado . esse paciente gritava e vcs devem ter esse relato . minha filha estava com meu pai orientei chamar assistente social e so assim levaram o paciente para um quarto em que ficou sozinho . ai eu pergunto ele estava com a mae se ele se solta e agride meu pai ou minha filha ? e muita irresponsabilidade na acham . da ficar satisfeita? se fosse parente de voces o que achariam ?"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"demorou muito o atendimento, fiquei deitada em uma sala esperando me chamar. ainda mais se tratando de uma traumatismo craniano, o tempo de espera foi muito longo."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demora no atendimento
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,demora para internacao
QUEIXA,ADMINISTRATIVO,FALTA DE MATERIAIS,5. demorou 2 meses para que o hospital conseguisse comprar o material cirurgico necessario para z cirurgia
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demora no processo de reconhecimento facial e a paciente com extrema falta de ar
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,satisfeita com a equipe medica..nota 1000.. competentes e atenciosos...mas senti uma desorganizacao na equipe da enfermagem..tenho 74 anos... so fui chamada para a cirurgia as 20hs...em jejum ate de agua desde as 22hs do dia anterior..reclamei muito..sem sucesso..estava desidratada.. pressao elevada..e sei que a falha nao foi da equipe medica...mas devido a competencia medica..estou bem..a cirurgia foi bem realizada..fui bem acompanhada apos cirurgia.. so houve esse conveniente...espero que nao ocorra com outras pessoas idosas.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,segundo que me deram alta errada com meu nome e nome e dados de outro bebe e perderam os dados tudo do meu bebe
QUEIXA,ADMINISTRATIVO,QUALIDADE,a questao e que tem gente no setor de informacao que alem de nao saber explicar as coisas direito ainda e ignorante
QUEIXA,RECEPÇAO,ACOLHIMENTO,o atendente nao foi mal educado mas tambem nao deu muita atencao por isso considero medio
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,falta de orientacao. tivemos que ir em 3 hospital pq ele tinha batido a cabeca tambem. nao nos direcionou ao hospital certo
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,falta de informacao sobre a internacao
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"demorou muito tempo para arranjar um local para me colocar, fiquei algumas horas no corredor, e a primeira noite fiquei dormi numa cama improvisada, nao tinha um leito"
QUEIXA,RECEPÇAO,QUALIDADE,as recepcionistas precisam ser mais solicitas com os pacientes
QUEIXA,ADMINISTRATIVO,QUALIDADE,"me senti um trapo,sem uma orientacao. fiquei dois pra fazer um exame sem me alimentar e sem beber agua. um exame que era pra ser feito logo pela manha do dia anterior do meu internamento foi feito com mais de 48 horas e eusem me alimentar"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,o procedimento foi demorado
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demorou um pouco
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"muita demora no atendimento, falta de empatia e total despreparo dos funcionarios cheguei ao local as 5 30 da manha e so sair as 21 00 isso porque fui fazer reclamacao inadmissivel total falta de preparo foi uma experiencia muito 1f44e"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,nao fez nem uma cirurgia e deram alta sem a documentacao
ELOGIO,ADMINISTRATIVO,QUALIDADE,"gostaria de agradecer imensamente pelo atendimento a todos os profissionais presentes no periodo em que precisei de atendimento, gratidao pelo profissionalismo e atendimento, cordialidade, atencao, limpeza, todos extremamente qualificados e educados."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"desgastante, agendou um horario e so foi ser realizada 4 horas apos , haja vista que o paciente tem autismo e outras questoes como ansiedade, nao podendo passar tantas horas em jejum onde o mesmo precisou ficar sem se alimentar a partir das 00 00 hs das vesperas do procedimento. um verdadeiro descaso, falta de logistica e organizacao. precisa melhorar muito para ser um plano de saude de qualidade. e ressalto aqui que questao nao e por conta dos profissionais, mas, a propria prestadora que nao esta preocupada em ofertar um servico humanizado aos seus usuarios. outro ponto que achei o cumulo foi que, a cirurgia foi finalizada ja proximo de umas 19h e as 21 30 aproximadamente deram alta , sem cumprir o tempo correto para observacao. sem cabimento algum ."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demora nos procedimentos
QUEIXA,ADMINISTRATIVO,QUALIDADE,falta de respeito com o cidadao.profissionais cheio de direito se fosse para da nota 0 eu dava 0 novamente
QUEIXA,TOTEM,FALHA NO APARELHO,totem sem funcionar
QUEIXA,RECEPÇAO,QUALIDADE,deveriam ser mais rapidos e ser mais atenciosos ate porque e uma rede privada.
QUEIXA,RECEPÇAO,ACOLHIMENTO,"falta de empatia no atendimento com os pacientes, falta de apoio e comunicacao"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"geralmente nunca tem niguem pra auxiliar, como o fluxo do hapvida ta igual ou pior que uma upa,super lotado,apenas uma pessoa so nao da conta de auxiliar na porta,no totem,ate porque os recepcionista so ficam sentados em atendimento la.."
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,recepcao ok . mais a forma da preparacao e espera da sirugia orivel. todos juntos. homems. mulheres . idoso e jovem. ate pessoas doentes no mesmo lugar. esperando ser chamado
QUEIXA,TOTEM,FALHA NO APARELHO,totem nao funcionava
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"estava com contracoes, minha bolsa ja havia estourado e demorou bastante para que eu pudesse ser atendida"
QUEIXA,RECEPÇAO,ACOLHIMENTO,muito descaso
QUEIXA,ADMINISTRATIVO,QUALIDADE,muita gente no hospital
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"so tenho a questionar o momento que ficamos fazendo todo o preparo, tipo o local que a gente fica, e a demora do leito para aguardar o momento da cirurgia."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,hospital muito cheio e desorganizado
QUEIXA,RECEPÇAO,ACOLHIMENTO,recepcionista bastante antipatica
QUEIXA,MAQUEIRO,ACOLHIMENTO,os maqueiro ajuda em nada
QUEIXA,RECEPÇAO,ACOLHIMENTO,haviam dois colaboradores conversando proximo ao totem que ate dificultaram minha aproximacao
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,boa noite. cheguei para ser internada as 00h porem fiquei ate mais ou menos 1 30.h 2h da manha para conseguir um.leito. perderam minha ficha e meu documento dentro do hospital
ELOGIO,RECEPÇAO,ACOLHIMENTO,sempre foi muito bem recebido e atendido por todos.
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,ok. devido a demora da cirurgia que estava marcado pra 06 00 da manha no domingo e foi realizado as 17 00 no domingo.
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,falta de leito
QUEIXA,RECEPÇAO,ACOLHIMENTO,nao tive suporte necessario falta de maqueiro e as recepcionista malmorada
QUEIXA,ADMINISTRATIVO,QUALIDADE,atendimento muito lento
QUEIXA,ADMINISTRATIVO,QUALIDADE,passa pelo comeco do parto na sala de medicacao foi constragedor
QUEIXA,RECEPÇAO,QUALIDADE,muita ruim
QUEIXA,ADMINISTRATIVO,QUALIDADE,"a coordenadora da area, falou comigo 1x e me explicou algumas coisas, foi bom, mas so estava presente pela manha, o resto dia nao estava mais la. nao vejo sentido. o caso da minha mae, era um ca de pancreas e sim, nos sempre tivemos conhecimento da gravidade. mas mesmo assim, eu acredito que o paciente nao deve ser tratado como sem jeito , merece respeito e cuidado ate o ultimo suspiro. e esse descaso, percebi no hapvida ao longo dos 15 meses que andamos em medicos, clinicas, consultorios."
ELOGIO,RECEPÇAO,QUALIDADE,na chegada foi tudo bem
QUEIXA,RECEPÇAO,QUALIDADE,"os recepcionistas que ficam na chegada do hospital pronto socorro parecem que trabalham forcados. mal humorados, nao nos orientam bem. sempre que preciso ir ao hospital sinto que os recepcionistas de forma geral estao muito insatisfeitos com a funcao que exercem."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,se vim transferida de uma unidade chegando la tive q espero ainda pra uma nova avaliacao sendo q vim transferida
QUEIXA,RECEPÇAO,ACOLHIMENTO,"nao tinha maqueiro nao tinha cadeira pois entrei praticamente desmaiada a moca que fica no balcao nunca quer ajudar podendo fazer a entrega ja que quando entro sempre estou mal, ela sempre mandar ir para totem podendo adiantar o processo ja que volto para o balcao pois sou prioridade"
QUEIXA,RECEPÇAO,ACOLHIMENTO,demora no atendimento e sem saber dar explicacoes simples sobre a ordem de atendimento
QUEIXA,PORTEIRO,ACOLHIMENTO,o seguranca pegou no meu braco no momento que eu estava indo ao banheiro. assim que eu melhorar irei ao hospital para resolver isso.
QUEIXA,ADMINISTRATIVO,QUALIDADE,"sobre o meu leito que so foi liberado no outro dia depois da minha alta , e zero atencao pra minha esposa que tava me acompahado. achei uma faltar de respeito, e no meu caso translado, moto no iguatu e minha cirurgia foi em fortaleza, sao quase 8 horas de onibus"
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,esperei um dia para pode ir p o quarto.. antes disso fiquei em uma poltrona. com frio e fome
QUEIXA,ADMINISTRATIVO,ACOLHIMENTO,"a equipe que me atendeu no primeiro plantao,achou que eu estava fingindo com a dor , na troca de plantao que deram atencao a gravidade do problema estava tendo um infarto no intestino.me deram o atendimento necessario."
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"muita demora para atender e para o procedimento, esperei mais de 10 horas para efetuarem o procedimento cirurgico"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demora
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,vcs descredenciaram mais da metade das especialidades medicas no abc agora preciso de um clinico hepatologista e vcs querem que entre ida e volta eu me desloque 74km com 2 drenos pos cirurgico pendurado para ter atendimento medico. isso e no minimo ridiculo vcs tinham 3 medicos nessa especialidade no abc vcs descredenciaram e nao credenciaram outro e no abc solicito credenciamento
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,fiz a cirurgia e nao me colocaram no quarto me deixaram na enfermaria
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"o hospital nao da suporte nas vacinas e no exame rn esperam 24 horas e te mandam embora sem o rn ter tomado a bcg e exame do pezinho, ai marcam em um laboratorio lotado pra ir depois com um rn, vcs nao tem cuidado nenhum e empatia pelo puerperio da mae, so querem que desocupe logo o quarto um absurdo!"
QUEIXA,TOTEM,FALHA NO APARELHO,sem sistema travado
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"cheguei por volta das 6 30 e por estar proximo a troca de plantao, houve demora no atendimento na recepcao da maternidade... poderiam ter dado entrada na minha internacao, pois foi algo rapido..."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,entao demorou muito
QUEIXA,ADMINISTRATIVO,REEMBOLSO,reembolso referente ao convenio
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,demora pra liberar internacao
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"falta de orientacoes quanto aos procedimentos, orientacoes confusas e diferentes fornecidas aos pacientes, demora de mais de 4h para realizacao de procedimentos que haviam sido agendados. alem disso, agendamento confuso. convenio libera exames para hospitais que nao realizam os mesmos"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"funcionarios,imcapacitados"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"sou o acompanhante cheguei ao hospital com a ambulancia para realizar cateterismo do paciente titular, me informado que a que deveria ir pra uma recepcao, nao era, me mandaram pra outra nao era, e cheguei na que era nao tinha ninguem pra atender esperei por 10 min e nada, e o paciente estava na area de emergencia sem eu acompanhar em quanto isso. ninguem me atendeu voltei pro pronto socorro, so ai me ajudaram a chegar no mesmo lugar que esperei por 10 min."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,falta de suporte e tempo de espera na recepcao
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,tempo de espera muito longo. tempo para alta muito curto.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,pessoas atrapalhadas e pouco pra colaborar
QUEIXA,ADMINISTRATIVO,QUALIDADE,dificuldade em encontrar especialista.
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"conversas paralelas entre o apoio do totem, a porteira."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demora no atendimento.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,pois nao fiz o bloqueio por conta nao me avisaram
QUEIXA,RECEPÇAO,ACOLHIMENTO,ninguem para orientacao no totem
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"a demora, sabendo da urgencia do paciente, recem operada, com sangramento externo"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"a minha estava em pre obito nao tivemos sequer um auxilio para que fosse direto para o quarto expondo a paciente e os familiares a situacoes de altissimo estresse, sendo um momento tao delicado ainda tivemos que praticamente discutir para conseguirmos um quarto e poder oferecer o minimo de dignidade nessa fase final."
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"me pediram pra comparecer com 3 horas de antecedencia . como a cirurgia estava marcada pras 10 horas, compareci as 6 45 . mas fiquei aguardando ate as 8 horas. quando fui questionar eu tinha que pegar uma senha pra ser atendido, a atendente me disse que nao porque ja havia sido agendadoa a cirurgia. entao questionei o porque da demora. ai me disseram que era por causa da troca de turno. ai eu pergunto pra que essas 3 horas de antecedencia ?"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,fui ao hospital 3 vezes nesta semana. em 1 das vezes o atendimento foi demorado.
ELOGIO,RECEPÇAO,QUALIDADE,recebimento otimo pelas atententes
QUEIXA,ADMINISTRATIVO,QUALIDADE,"pra comecar marcou pra internar as 10 00 hrs da manha e a cirurgia as 13 00 porem ele foi chamado pra cirurgia as 16 00 mas foi feito depois das 17 00 sendo que meu e idoso com 79 anos e diabetico e depois da cirurgia que ele voltou da anestesia nao veio embora ate concordo pela idade ,mas ele ficou na observacao ate no outro dia nao mandou pro quarto pra ter mais conforto e teve que ficar uma companhia nas pessimas condicoes de leito e depois o medico disse que ia dar alta pra ele bem de manha e foi dado a alta depois das 14 00 hrs entao deixo a minha indignacao pq eu fiz uma cirurgia no sus e nao fui mal acolhida como meu pai e sendo que nao pagamos barato o convenio deles"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"muitas pessoas na recepcao inclusive atrapalhando a passagem de emergencias, no meu caso a chegada ate a maternidade que fica na mesma unidade so que em outro local."
QUEIXA,RECEPÇAO,QUALIDADE,nao estou insatisfeito so acho que vou medio a recepcao
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,tinha apenas uma pessoa na recepcao
QUEIXA,ADMINISTRATIVO,ESTACIONAMENTO ,"p estacionar , no desembarque de um idoso"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"muito tumulto, apenas 1 recepcionista para atender e ainda com cara de insatisfeita com o trabalho."
QUEIXA,RECEPÇAO,ACOLHIMENTO,"cheguei no hospital era mais ou menos 02 45 da manha, com muito sangramento. nao tinha nenhuma atendente nos guiche, so um seguranca. falei pra ele que estava em trabalho de parto e com muito sangramento e ele pediu que eu fosse ate o toten e retirasse a pulseira. eu em trabalho de parto, quase morrendo de dor, com muito sangramento, ter que informar um monte de dados pra dar entrada no hospital ? isso ja foi um erro gravissimo do hospital."
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,"o medico fez um excelente trabalho com a equipe, so tenho a pontuar que demorou de surgir quarto livre"
QUEIXA,RECEPÇAO,QUALIDADE,nao sabiam para qual setor me enviar
QUEIXA,RECEPÇAO,ACOLHIMENTO,"insatisfacao total, pois ja imaginava o iria acontecer"
QUEIXA,ADMINISTRATIVO,QUALIDADE,"outra coisa que me aborreceu muito foi a falta de humanidade de ver os funcionarios trabalharem em funcao de uma maquina, que o tempo todo estao atras de pacientes para colocarem a digital, sendo escravos desse controle e muitas das vezes nao conseguem realizar seu servico com qualidade ,pois demanda tempo em fazer a maquina funcionar,toda hora da problema, enquanto poderiam estar fazendo seu trabalho, estao ansiosos correndo atras de digitais. o medico que operou o femur tive so o controle de 15 dias, pois ele saiu do convenio. a dificuldade que tive pra agendar outro especialista me gerou muito desgaste, me deixando muito insatisfeita com servico, quase tive que pagar uma consulta particular ou acionar a justica. o msm esta acontecendo com o medico que realizou a cirurgia do tornozelo., muito dificil agendar consulta com ele. poucos medicos para muita gente e cidades, pois concentram todo mundo em um unico local para essa especialidade. esta faltando mais organizacao e um pouco mais de empatia com os usuarios, pois realizei a cirurgia no lifecenter, o retorno e na clinica minerva onde nao tem o servico de raio x, e os pacientes ,como eu, sem locomocao, a dificuldade e desconforto em se locomover p tirar raio x em um lugar e ir p a consulta em outro. afinal acho que nao custa tentar se colocar um pouquinho no lugar do outro. enfim ,estamos pagando por isso neh. desculpe me pelo desabafo, mas realmente depois de juncao da hapvida com meu convenio esta deixando muito a desejar. estao querendo abracar o mundo, mas nao estao dando conta de manter a qualidade, so acumulando trabalho em cima dos funcionarios sem pensar na saude mental deles. meus sobrinhos e amigos iam contratar o convenio, mas desistiram depois de ver meu sofrimento. eu tbm nao indico mais ,por enquanto nao, se nao melhorar."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,cheguei 7 horas e so fui atendida as 11 horas
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demora ao ser recepcionado
QUEIXA,MAQUEIRO,ACOLHIMENTO,sem maqueiro
QUEIXA,ADMINISTRATIVO,QUALIDADE,"pior dia da minha vida, paguei 6000. para nao ter acolhimento de nenhum medico ou enfermeira. fiquei na sala de medicacao ate 8 cm, sentindo dor, querendo cesaria, o quarto de parto. me subiram pro quarto e nao tinha ninguem comigo durante muito tempo, so nao pari sozinha no banheiro pq segurei, chegaram medico e enfermeiro quando ja estava a cabeca pra fora, depois do parto fiquei mais 6 horas na sala de parto ate liberar o quarto, toda cheia de sangue meu marido nao pode nem ir no banheiro. nao devia ter quarto nem sala de parto disponivel pra mim, um descaso total, o processo vem!"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,eu estava com muitas dores e houve uma demora no atendimento.
ELOGIO,RECEPÇAO,QUALIDADE,eu achei confiante
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,atendimento muito demorado
QUEIXA,RECEPÇAO,ACOLHIMENTO,falta orientacao por parte do pessoal da recepcao e ajuda para o totem
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,demora no atendimento cheguei cedo fui atendido a noite
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,nao fiz cirurgia nenhuma estou aguardando fazer ablacao que a hapvida nao da nenhum retorno
QUEIXA,ADMINISTRATIVO,QUALIDADE,hospital com falta de funcionarios no dia da cirurgia. demora pra conseguir um maqueiro
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,marcaram pra eu internar as 5 e so internei as 6 30
QUEIXA,RECEPÇAO,ACOLHIMENTO,falta alguem para dar informacoes na portaria
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,ela tava passando muito mal a demora na internacao foi muito
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,muita demora num local que os pacientes gritavam falavam alto entre eles e ao celular. precisam realmente colocarem normas para os pacientes. tenho um treinamento em bioseguranca e isto nao pode acontecer a normas de silencio nos ambientes hospitalares. nao tenho queixas do pessoal do hospital fomos muito bem atendidas. mais os pacientes sao sem nocao. minha mae estava com pneumonia 87 anos nun ambiente que parece msnicomio
ELOGIO,RECEPÇAO,QUALIDADE,o atendimento e rapido na recepcao mais quando cha a ora da medicacao e uma tortura.
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,"quanto a cirurgia tudo bem mas, meu documentos da liberacao mim entregaram de outra pessoa inclusive a minha receita onde eu comprei os remedios e tomei, sorte que nao sou alergica a dipirona ,vcs disseram que foi esquecimento meu."
ELOGIO,ADMINISTRATIVO,QUALIDADE,"atendimento humanizado, medicos atenciosos, rapidez nas aprovacao de autorizacao para exames e procedimentos"
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,fiquei no hospital parecendo o acougue. tenho uma ressonancia p fazer ainda nao consegui fazer
QUEIXA,RECEPÇAO,ACOLHIMENTO,pessimo atendimento nao quero conta com esse plano
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,so tinha uma recepcionista atendendo as demandas e o sistema estava fora do ar.
QUEIXA,ADMINISTRATIVO,QUALIDADE,cheguei as 11 da manha e fiquei sozinha a espera da cirurgia que ocorreu 20 hrs muita desorganizacao
QUEIXA,ADMINISTRATIVO,QUALIDADE,o hospital como um todo e pessimo
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,estou aguardando um retorno de um protocolo que solicitei ja tem 2 meses e ate hoje nao tive nenhum retorno
QUEIXA,ADMINISTRATIVO,FALTA DE MATERIAIS,"tudo, meu marido nao tinha cadeira ele teve q ir andando pra emergencia enfartando"
ELOGIO,RECEPÇAO,QUALIDADE,"boa tarde na verdade maqueiro porteiro recepcionista totem, foi tudo bem."
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,"sempre que e necessario o apoio de um maqueiro, a espera e muito grande , as vezes nos fazendo desistir"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"quantidade enorme de pessoas, muita espera"
ELOGIO,RECEPÇAO,QUALIDADE,referente ao atendimento da recepcao nao tenho nenhuma queixa..
QUEIXA,ADMINISTRATIVO,INDISPONIBILIDADE DE LEITO,nao havia leito disponivel para aguardar ate o horario da cirurgia
QUEIXA,ADMINISTRATIVO,TEMPO DE ESPERA,"a demora na espera da cirurgia, dei entrada as 09hrs da manha e so fui pra sala de cirurgia as 22 30"
QUEIXA,MAQUEIRO,ACOLHIMENTO,"na emergencia, o acompanhante, que fica conduzindo a cadeira de rodas com o paciente para cima e para baixo, exceto qdo vai para outros setores realizar exames, absurdo isso! as idoso empurrando cadeira de rodas c jovem."
ELOGIO,RECEPÇAO,QUALIDADE,"desculpa. seria o 5, muito satisfeito. equipe maravilhosa , compete te e atenciosa."
QUEIXA,PORTEIRO,ACOLHIMENTO,"foi algo pontual no periodo em que estive internada um agente de portaria foi desrespeitoso com meu esposo, algo beirando a atitude racista, foi um pouco truculento. o fato foi relatado na epoca a assistente social. tirando esse fato isolado, sempre fui muito bem atendida e acolhida"
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,muito cheio
QUEIXA,TOTEM,FALHA NO APARELHO,totem sem pulseira recepcionistas no celular
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,pede pra chegar cedinho sendo que esperamos mais de 2 horas
QUEIXA,RECEPÇAO,ACOLHIMENTO,as recepcionista deveriam ser mais simpaticas. cheguei no hospital e ainda tive que esperar autorizacao para poder fazer a cirurgia.
QUEIXA,RECEPÇAO,ACOLHIMENTO,"a maioria das funcionarias do guiche, de cara de feia como se estivesse atendendo a gente em troca de favores, responde grosseiramente."
QUEIXA,RECEPÇAO,TEMPO DE ESPERA,"demorou muito pra se fazer a coleta da digital, marcaram muita gente no mesmo horario"
QUEIXA,RECEPÇAO,ACOLHIMENTO,"sem informacoes , sem retornos , ninguem dizia nada."
QUEIXA,RECEPÇAO,QUALIDADE,caotico
QUEIXA,ADMINISTRATIVO,AUTORIZAÇÃO ,teve bastante espera para subir para o quarto
QUEIXA,MAQUEIRO,TEMPO DE ESPERA,vaqueiro demorou um pouco a chegar esperei muito na recepcao
QUEIXA,RECEPÇAO,ACOLHIMENTO,nao tem um bom atendimento na recepcao
QUEIXA,MAQUEIRO,QUALIDADE,maqueiro relatando no elevador sobre problemas dele com a equipe da uti. sabe o quanto e desgastante pra paciente e acompanhante ficar em hospital? voces tem os registros ai e infelizmente meu filho vai com uma certa frequencia por conta da diabetes. e ainda ter que ta escutando reclamacao de funcionarios? absurdo
QUEIXA,MAQUEIRO,ACOLHIMENTO,na hora de minha mae sair do hospital precisava de uma cadeira de rodas e nao atenderam o meu pedido. tive que descer de elevador agarrada com as bolsas e segurando minha mae com 83 anos.
